Report Date,Reported For Date,Weight Range,Head Count,Average Weight,Price Range Low,Price Range High,Weighted Average Price
9/1/2017,8/31/2017,450-499,"1,125",475,50.27,69.5,58.45
9/1/2017,8/31/2017,500-549,"1,779",525,53.94,72,63.91
9/1/2017,8/31/2017,550/up,778,588,54.26,71.85,64.33
8/31/2017,8/30/2017,300-399,448,372,53.67,69,58.89
8/31/2017,8/30/2017,400-449,873,428,54,70,58.68
8/31/2017,8/30/2017,450-499,952,477,54.72,74,61.7
8/31/2017,8/30/2017,500-549,"1,504",522,50,75,64.68
8/31/2017,8/30/2017,550/up,750,586,48.01,76,65.21
8/30/2017,8/29/2017,300-399,859,373,51,70,60.69
8/30/2017,8/29/2017,400-449,"1,144",427,54,71,61.29
8/30/2017,8/29/2017,450-499,"1,645",475,54.22,75,64.51
8/30/2017,8/29/2017,500-549,"1,494",524,55.26,76,66.43
8/30/2017,8/29/2017,550/up,984,586,55.27,77,67.76
8/29/2017,8/28/2017,300-399,447,368,57,64,61.73
8/29/2017,8/28/2017,400-449,595,426,54,69.34,61.26
8/29/2017,8/28/2017,450-499,"1,371",476,59,74.5,65.82
8/29/2017,8/28/2017,500-549,"1,178",525,64,74,68.32
8/29/2017,8/28/2017,550/up,734,586,64.5,75.5,68.57
8/28/2017,8/25/2017,300-399,941,372,53,74,64.64
8/28/2017,8/25/2017,400-449,"1,186",426,40,74,64.59
8/28/2017,8/25/2017,450-499,970,476,58,75.5,66
8/28/2017,8/25/2017,500-549,"1,716",523,64.5,76.5,69.48
8/28/2017,8/25/2017,550/up,"1,018",601,65.5,76.5,70.5
8/25/2017,8/24/2017,300-399,593,368,48,70,61.76
8/25/2017,8/24/2017,400-449,753,427,57,73.25,64.49
8/25/2017,8/24/2017,450-499,"1,854",474,57.57,76.5,68.49
8/25/2017,8/24/2017,500-549,"1,437",524,58.56,75.88,69.66
8/25/2017,8/24/2017,550/up,777,586,67,77.5,71.85
8/24/2017,8/23/2017,300-399,762,368,61.07,71,66.34
8/24/2017,8/23/2017,400-449,840,427,61,76.75,66.26
8/24/2017,8/23/2017,450-499,"1,722",475,61,78.9,69.19
8/24/2017,8/23/2017,500-549,"1,420",523,62,79.5,70.08
8/24/2017,8/23/2017,550/up,907,587,63.26,79.5,72.59
8/23/2017,8/22/2017,300-399,819,369,60.23,73,67.76
8/23/2017,8/22/2017,400-449,882,425,56,74,66.69
8/23/2017,8/22/2017,450-499,"1,152",474,62,75,69.07
8/23/2017,8/22/2017,500-549,"1,282",525,64.3,76.01,71.53
8/23/2017,8/22/2017,550/up,729,583,69,77,72.15
8/22/2017,8/21/2017,300-399,863,368,58,74,67.83
8/22/2017,8/21/2017,400-449,566,428,62,76,67.31
8/22/2017,8/21/2017,450-499,999,474,57,80.5,70.25
8/22/2017,8/21/2017,500-549,"1,388",523,62,81.5,73.25
8/22/2017,8/21/2017,550/up,935,589,69,82.5,74.29
8/21/2017,8/18/2017,300-399,776,369,64,74,69.11
8/21/2017,8/18/2017,400-449,762,429,63,77,69.22
8/21/2017,8/18/2017,450-499,"1,011",475,60,78,71.27
8/21/2017,8/18/2017,500-549,"1,271",526,70.56,79.25,74.29
8/21/2017,8/18/2017,550/up,593,592,72.8,80,76.01
8/18/2017,8/17/2017,300-399,757,366,56,75,67.17
8/18/2017,8/17/2017,400-449,917,426,58,76,67.58
8/18/2017,8/17/2017,450-499,"1,291",475,58.94,79,70.63
8/18/2017,8/17/2017,500-549,"1,319",523,70,82,75.76
8/18/2017,8/17/2017,550/up,813,596,72,83,75.77
8/17/2017,8/16/2017,300-399,675,371,55,77,69.16
8/17/2017,8/16/2017,400-449,"1,029",426,60.18,79.75,70.13
8/17/2017,8/16/2017,450-499,"1,291",476,60,81.5,72.29
8/17/2017,8/16/2017,500-549,"1,612",524,58.88,82.5,75.07
8/17/2017,8/16/2017,550/up,704,588,64.88,83,76.5
8/16/2017,8/15/2017,300-399,982,371,59.34,77,69.51
8/16/2017,8/15/2017,400-449,"1,175",428,60,79.75,70.7
8/16/2017,8/15/2017,450-499,"1,545",476,62,81.5,74.55
8/16/2017,8/15/2017,500-549,"1,548",522,71.37,82.5,76.41
8/16/2017,8/15/2017,550/up,893,590,73,83,77.31
8/15/2017,8/14/2017,300-399,791,367,60,77,70.15
8/15/2017,8/14/2017,400-449,740,425,58,79.75,70.72
8/15/2017,8/14/2017,450-499,"1,291",475,65,81,75.16
8/15/2017,8/14/2017,500-549,"1,828",524,65,83,76.68
8/15/2017,8/14/2017,550/up,793,589,65.73,84,78.52
8/14/2017,8/11/2017,300-399,627,368,61,77,70.88
8/14/2017,8/11/2017,400-449,908,428,55,79.75,70.16
8/14/2017,8/11/2017,450-499,"1,470",477,62,81.5,75.75
8/14/2017,8/11/2017,500-549,"1,321",522,74,82.5,77.46
8/14/2017,8/11/2017,550/up,665,586,75,82.5,78.99
8/11/2017,8/10/2017,300-399,589,370,60,77,69.75
8/11/2017,8/10/2017,400-449,981,426,60,80.25,71.5
8/11/2017,8/10/2017,450-499,"1,178",475,64.56,82,74.92
8/11/2017,8/10/2017,500-549,"1,800",524,67.03,83,78.12
8/11/2017,8/10/2017,550/up,952,588,65.62,83.68,79.15
8/10/2017,8/9/2017,300-399,737,370,63,78,69.39
8/10/2017,8/9/2017,400-449,"1,139",427,63,80.25,70.55
8/10/2017,8/9/2017,450-499,"1,326",474,63,82,74.56
8/10/2017,8/9/2017,500-549,"2,040",525,63,83,77.54
8/10/2017,8/9/2017,550/up,651,582,74.5,82.22,79.87
8/9/2017,8/8/2017,300-399,966,367,56.7,78,68.72
8/9/2017,8/8/2017,400-449,831,426,57.72,79.75,71.64
8/9/2017,8/8/2017,450-499,"1,173",473,60.48,81.5,75.13
8/9/2017,8/8/2017,500-549,"1,832",523,73,83,77.6
8/9/2017,8/8/2017,550/up,920,592,74,84,80.09
8/8/2017,8/7/2017,300-399,756,372,60,75,69.19
8/8/2017,8/7/2017,400-449,921,428,55,79.75,71.14
8/8/2017,8/7/2017,450-499,"1,594",475,66,80,75.2
8/8/2017,8/7/2017,500-549,"1,403",524,64,83,78
8/8/2017,8/7/2017,550/up,"1,054",586,74,84,79.52
8/7/2017,8/4/2017,300-399,589,369,60,79,69.09
8/7/2017,8/4/2017,400-449,905,428,59,80,69.9
8/7/2017,8/4/2017,450-499,754,473,62,81,74.5
8/7/2017,8/4/2017,500-549,"1,519",524,71,82.25,76.88
8/7/2017,8/4/2017,550/up,"1,060",590,73,83,79.6
8/4/2017,8/3/2017,300-399,862,368,53,76,68.96
8/4/2017,8/3/2017,400-449,"1,130",425,58,78.75,69.28
8/4/2017,8/3/2017,450-499,"1,321",475,56,80.5,72.21
8/4/2017,8/3/2017,500-549,"1,729",525,62,81.5,76.88
8/4/2017,8/3/2017,550/up,827,587,63.44,81.89,78.43
8/3/2017,8/2/2017,300-399,493,371,56,76,67.03
8/3/2017,8/2/2017,400-449,"1,098",426,52,78.75,68.93
8/3/2017,8/2/2017,450-499,"1,205",474,53,80.5,73.41
8/3/2017,8/2/2017,500-549,"1,485",523,61.41,82,76.35
8/3/2017,8/2/2017,550/up,783,588,62.34,84,77.93
8/2/2017,8/1/2017,300-399,768,373,50,75.75,66.42
8/2/2017,8/1/2017,400-449,942,427,54,76.75,67.89
8/2/2017,8/1/2017,450-499,"1,355",476,54,77.75,71.79
8/2/2017,8/1/2017,500-549,"1,564",523,70.62,81,75.84
8/2/2017,8/1/2017,550/up,"1,004",589,73,81.22,77.59
8/1/2017,7/31/2017,300-399,"1,041",368,58,75,68.74
8/1/2017,7/31/2017,400-449,861,428,49,76,69.27
8/1/2017,7/31/2017,450-499,"1,632",475,63,78.36,73.08
8/1/2017,7/31/2017,500-549,"1,345",524,70.25,80.48,75.01
8/1/2017,7/31/2017,550/up,557,586,73.89,82.59,77.2
7/31/2017,7/28/2017,300-399,479,368,48,75.75,66.17
7/31/2017,7/28/2017,400-449,"1,034",425,53,76.75,64.86
7/31/2017,7/28/2017,450-499,996,475,54,77.75,71.57
7/31/2017,7/28/2017,500-549,991,523,60.89,78.75,75.62
7/31/2017,7/28/2017,550/up,756,590,73.41,80.8,77.26
7/28/2017,7/27/2017,300-399,843,370,50,78,65.88
7/28/2017,7/27/2017,400-449,992,427,55,79,68.62
7/28/2017,7/27/2017,450-499,"1,278",475,55,80,70.96
7/28/2017,7/27/2017,500-549,"1,677",525,59.99,81,74.17
7/28/2017,7/27/2017,550/up,943,587,71.57,82,75.59
7/27/2017,7/26/2017,300-399,657,367,56,76.5,65.61
7/27/2017,7/26/2017,400-449,891,428,54,76.5,66.08
7/27/2017,7/26/2017,450-499,"1,353",474,58.77,77.5,70.6
7/27/2017,7/26/2017,500-549,"1,262",526,60.19,78.5,72.43
7/27/2017,7/26/2017,550/up,"1,079",588,62.71,79.5,75.19
7/26/2017,7/25/2017,300-399,803,369,52,74,65.29
7/26/2017,7/25/2017,400-449,917,426,55.5,75,65.79
7/26/2017,7/25/2017,450-499,"1,347",476,54,77,71.09
7/26/2017,7/25/2017,500-549,"1,761",526,68.7,78,73.41
7/26/2017,7/25/2017,550/up,639,588,70,79,73.82
7/25/2017,7/24/2017,300-399,861,369,50,73,64.78
7/25/2017,7/24/2017,400-449,917,427,47,74,65.9
7/25/2017,7/24/2017,450-499,"1,443",475,53,75,69.24
7/25/2017,7/24/2017,500-549,"1,849",524,58,76.47,71.57
7/25/2017,7/24/2017,550/up,734,591,68,79,73.83
7/24/2017,7/21/2017,300-399,669,369,54,73,63.77
7/24/2017,7/21/2017,400-449,830,424,54.5,74,65.1
7/24/2017,7/21/2017,450-499,971,475,52,75,70.04
7/24/2017,7/21/2017,500-549,"1,397",524,60.33,76,71.67
7/24/2017,7/21/2017,550/up,892,592,68.8,77,72.56
7/21/2017,7/20/2017,300-399,781,365,53.07,74,64.7
7/21/2017,7/20/2017,400-449,"1,078",425,50,75,64.22
7/21/2017,7/20/2017,450-499,"1,394",474,53,78,67.11
7/21/2017,7/20/2017,500-549,"1,679",524,55.04,80,70.84
7/21/2017,7/20/2017,550/up,"1,229",586,68,82,72.45
7/20/2017,7/19/2017,300-399,864,364,46,71,64.04
7/20/2017,7/19/2017,400-449,893,427,51.5,72,63.47
7/20/2017,7/19/2017,450-499,"1,547",475,55.07,73,66.7
7/20/2017,7/19/2017,500-549,"1,799",524,56.27,74,69.18
7/20/2017,7/19/2017,550/up,"1,181",590,56.09,77.18,71.24
7/19/2017,7/18/2017,300-399,954,370,46,72,61.75
7/19/2017,7/18/2017,400-449,864,425,48,74,63.02
7/19/2017,7/18/2017,450-499,"1,530",474,52.5,75,67.03
7/19/2017,7/18/2017,500-549,"1,513",524,64.64,76,68.8
7/19/2017,7/18/2017,550/up,935,586,66,76,70.89
7/18/2017,7/17/2017,300-399,768,371,49,70.84,62.74
7/18/2017,7/17/2017,400-449,837,428,42,70.84,62.35
7/18/2017,7/17/2017,450-499,"1,524",476,50,71,65.53
7/18/2017,7/17/2017,500-549,"1,179",525,55,72,68.35
7/18/2017,7/17/2017,550/up,949,584,66,73.02,69.54
7/17/2017,7/14/2017,300-399,776,374,51.34,69,61.38
7/17/2017,7/14/2017,400-449,"1,161",425,48,70,59.73
7/17/2017,7/14/2017,450-499,"1,193",476,52.39,71,65.98
7/17/2017,7/14/2017,500-549,"1,551",525,53.45,72,67.48
7/17/2017,7/14/2017,550/up,990,590,63.76,73.5,68.63
7/14/2017,7/13/2017,300-399,957,370,49.17,67,59.64
7/14/2017,7/13/2017,400-449,905,426,47,72,61.28
7/14/2017,7/13/2017,450-499,"1,485",474,50.92,73,62.88
7/14/2017,7/13/2017,500-549,"1,896",524,51.94,74,65.44
7/14/2017,7/13/2017,550/up,"1,079",586,64,75,67.66
7/13/2017,7/12/2017,300-399,585,367,48,67,58.55
7/13/2017,7/12/2017,400-449,"1,027",425,43,68,57.56
7/13/2017,7/12/2017,450-499,"1,379",475,50.62,69,62.29
7/13/2017,7/12/2017,500-549,"1,342",525,51.66,70,63.79
7/13/2017,7/12/2017,550/up,935,583,51.68,71,66.6
7/12/2017,7/11/2017,300-399,699,371,42,67,57.64
7/12/2017,7/11/2017,400-449,916,427,44.6,68,58.21
7/12/2017,7/11/2017,450-499,"1,420",476,48,69,61.42
7/12/2017,7/11/2017,500-549,"1,675",524,51.45,70,63.76
7/12/2017,7/11/2017,550/up,941,587,59.77,71,64.79
7/11/2017,7/10/2017,300-399,866,370,50,66,58.71
7/11/2017,7/10/2017,400-449,779,428,40,69,58.84
7/11/2017,7/10/2017,450-499,"1,443",476,45,70,61.06
7/11/2017,7/10/2017,500-549,"1,694",525,58.27,71.5,62.06
7/11/2017,7/10/2017,550/up,"1,191",588,60.35,72,64.63
7/10/2017,7/7/2017,300-399,777,377,40,64,55.85
7/10/2017,7/7/2017,400-449,"1,035",426,45,64.5,55.22
7/10/2017,7/7/2017,450-499,"1,461",476,46,66,58.11
7/10/2017,7/7/2017,500-549,"1,407",524,51.22,68.45,61.77
7/10/2017,7/7/2017,550/up,"1,214",594,51.23,67.03,63.61
7/7/2017,7/6/2017,300-399,"1,248",368,46.18,64.91,56.81
7/7/2017,7/6/2017,400-449,"1,071",427,47.62,64.91,56.9
7/7/2017,7/6/2017,450-499,"1,362",476,45.5,65,58.33
7/7/2017,7/6/2017,500-549,"1,819",524,48.64,66,61.19
7/7/2017,7/6/2017,550/up,826,583,51.77,67,62.55
7/6/2017,7/5/2017,300-399,592,373,40,63,56.1
7/6/2017,7/5/2017,400-449,849,427,45,64,56.85
7/6/2017,7/5/2017,450-499,"1,556",476,54.86,65,59.45
7/6/2017,7/5/2017,500-549,"2,472",524,56.93,66,60.49
7/6/2017,7/5/2017,550/up,"1,016",593,57.39,65.75,62.12
7/5/2017,7/3/2017,300-399,639,374,41,64.84,56.12
7/5/2017,7/3/2017,400-449,453,428,45,64.84,56.19
7/5/2017,7/3/2017,450-499,447,472,46,64.84,57.99
7/5/2017,7/3/2017,500-549,258,525,60,64.84,62.01
7/5/2017,7/3/2017,550/up,175,578,61,64.84,62.37
7/3/2017,6/30/2017,300-399,526,373,43.75,63,53.89
7/3/2017,6/30/2017,400-449,"1,099",427,44,64,53.97
7/3/2017,6/30/2017,450-499,"1,397",475,45,65,56.79
7/3/2017,6/30/2017,500-549,"1,329",524,45,66,59.34
7/3/2017,6/30/2017,550/up,"1,384",586,45,67,60.31
6/30/2017,6/29/2017,300-399,829,368,43,63.75,55.09
6/30/2017,6/29/2017,400-449,"1,072",426,43,63,53.56
6/30/2017,6/29/2017,450-499,"1,194",474,46,63.75,57.06
6/30/2017,6/29/2017,500-549,"1,673",524,48.25,64.5,58.32
6/30/2017,6/29/2017,550/up,737,587,50.34,67,61.09
6/29/2017,6/28/2017,300-399,972,369,38,64.92,55.2
6/29/2017,6/28/2017,400-449,"1,082",426,42,64.92,54.3
6/29/2017,6/28/2017,450-499,"1,440",474,43.9,64.92,56.37
6/29/2017,6/28/2017,500-549,"2,069",524,43.9,64.92,57.39
6/29/2017,6/28/2017,550/up,"1,154",584,49.33,64.92,60.09
6/28/2017,6/27/2017,300-399,624,374,38,60.5,51.96
6/28/2017,6/27/2017,400-449,939,426,36,60.5,49.02
6/28/2017,6/27/2017,450-499,"1,353",475,41,60.5,54.06
6/28/2017,6/27/2017,500-549,"1,794",525,47.77,61,55.42
6/28/2017,6/27/2017,550/up,835,593,50.67,62,57.45
6/27/2017,6/26/2017,300-399,618,372,37,59.84,51.58
6/27/2017,6/26/2017,400-449,983,427,35,59.84,49.39
6/27/2017,6/26/2017,450-499,880,476,40,60,52.32
6/27/2017,6/26/2017,500-549,"1,724",525,41.5,61,55.02
6/27/2017,6/26/2017,550/up,"1,232",581,49.09,62,56.17
6/26/2017,6/23/2017,300-399,689,371,35,55,45.4
6/26/2017,6/23/2017,400-449,"1,269",425,38,56,46.73
6/26/2017,6/23/2017,450-499,"1,467",476,37,58,50.51
6/26/2017,6/23/2017,500-549,"1,726",524,40,59,52.67
6/26/2017,6/23/2017,550/up,"1,150",585,43.87,59,53.77
6/23/2017,6/22/2017,300-399,"1,087",366,32,54,45.64
6/23/2017,6/22/2017,400-449,902,426,34.5,59,47.72
6/23/2017,6/22/2017,450-499,"1,323",475,39.5,60,49.43
6/23/2017,6/22/2017,500-549,"1,907",524,44.33,57,52.1
6/23/2017,6/22/2017,550/up,998,589,39.5,62,53.75
6/22/2017,6/21/2017,300-399,616,372,38,53,44.04
6/22/2017,6/21/2017,400-449,739,426,31,54,45.28
6/22/2017,6/21/2017,450-499,"1,502",474,36,56,47.94
6/22/2017,6/21/2017,500-549,"1,323",524,36,56,49.81
6/22/2017,6/21/2017,550/up,"1,172",586,44.33,57,52.34
6/21/2017,6/20/2017,300-399,"1,085",367,36.24,51,44.56
6/21/2017,6/20/2017,400-449,"1,085",426,32,52,44.81
6/21/2017,6/20/2017,450-499,"1,436",475,35,53,47.62
6/21/2017,6/20/2017,500-549,"2,235",525,45.78,54,49.69
6/21/2017,6/20/2017,550/up,966,589,47.77,55,50.84
6/20/2017,6/19/2017,300-399,"1,187",369,31.75,50,44.43
6/20/2017,6/19/2017,400-449,"1,158",426,31.75,52,44.68
6/20/2017,6/19/2017,450-499,"1,296",474,31,53,47.24
6/20/2017,6/19/2017,500-549,"1,770",524,39.19,53.13,48.59
6/20/2017,6/19/2017,550/up,"1,149",584,46.15,54.18,50.54
6/19/2017,6/16/2017,300-399,625,375,35,49,42.59
6/19/2017,6/16/2017,400-449,"1,099",427,32,51,41.89
6/19/2017,6/16/2017,450-499,"1,136",474,35,52.5,43.79
6/19/2017,6/16/2017,500-549,"1,295",523,38.17,53.5,47.97
6/19/2017,6/16/2017,550/up,"1,222",584,39.81,54.14,50.16
6/16/2017,6/15/2017,300-399,"1,072",375,32,50,43.11
6/16/2017,6/15/2017,400-449,689,428,32,51,42.39
6/16/2017,6/15/2017,450-499,947,475,36.94,51,45.36
6/16/2017,6/15/2017,500-549,"1,865",523,37.83,53.5,47.99
6/16/2017,6/15/2017,550/up,"1,021",590,44.86,53.93,50.1
6/15/2017,6/14/2017,300-399,"1,495",374,32,50,41.88
6/15/2017,6/14/2017,400-449,"1,570",427,33,50.75,42.36
6/15/2017,6/14/2017,450-499,"1,956",475,32.5,52.5,45.09
6/15/2017,6/14/2017,500-549,"1,767",523,37.93,52.33,48.46
6/15/2017,6/14/2017,550/up,"1,200",584,44.5,53.97,48.77
6/14/2017,6/13/2017,300-399,"1,265",373,35,55,42.75
6/14/2017,6/13/2017,400-449,920,426,31,50,42.95
6/14/2017,6/13/2017,450-499,"1,198",475,37,52,45.99
6/14/2017,6/13/2017,500-549,"1,619",525,43,53.5,48.58
6/14/2017,6/13/2017,550/up,905,586,42.22,54,48.9
6/13/2017,6/12/2017,300-399,763,370,32,49,43.06
6/13/2017,6/12/2017,400-449,905,427,36,50,45.32
6/13/2017,6/12/2017,450-499,"1,027",476,37,52,46.21
6/13/2017,6/12/2017,500-549,"1,616",524,43,53.38,48.86
6/13/2017,6/12/2017,550/up,895,587,43,54.5,50.25
6/12/2017,6/9/2017,300-399,685,377,35,52,43.2
6/12/2017,6/9/2017,400-449,"1,063",426,30,53,43
6/12/2017,6/9/2017,450-499,"1,033",472,37.28,54,45.79
6/12/2017,6/9/2017,500-549,981,525,38.32,55,48.6
6/12/2017,6/9/2017,550/up,971,586,39.01,54.04,50.92
6/9/2017,6/8/2017,300-399,715,372,33.41,53,43.96
6/9/2017,6/8/2017,400-449,"1,237",426,36,53.5,44.39
6/9/2017,6/8/2017,450-499,"1,152",475,37.18,54,46.09
6/9/2017,6/8/2017,500-549,"2,007",524,38.21,54.5,49.16
6/9/2017,6/8/2017,550/up,957,586,38.21,54.5,50.42
6/8/2017,6/7/2017,300-399,887,373,30,50,44.16
6/8/2017,6/7/2017,400-449,755,426,35,52.25,44.71
6/8/2017,6/7/2017,450-499,"1,612",474,35,54,47.43
6/8/2017,6/7/2017,500-549,"1,617",524,38.56,54.4,48.79
6/8/2017,6/7/2017,550/up,982,586,39.92,55.39,50.54
6/7/2017,6/6/2017,300-399,731,374,30,50,44.19
6/7/2017,6/6/2017,400-449,844,427,33,51,43.76
6/7/2017,6/6/2017,450-499,"1,055",476,37,53.83,47.81
6/7/2017,6/6/2017,500-549,"2,129",524,46,55.55,50.05
6/7/2017,6/6/2017,550/up,936,588,47,55.5,50.89
6/6/2017,6/5/2017,300-399,"1,773",373,38,52,45.69
6/6/2017,6/5/2017,400-449,"1,029",428,31,53,45.79
6/6/2017,6/5/2017,450-499,"1,847",476,39,53.86,48.46
6/6/2017,6/5/2017,500-549,"1,625",525,41,54.4,48.74
6/6/2017,6/5/2017,550/up,"1,134",584,37,55.75,51.44
6/5/2017,6/2/2017,300-399,990,372,31,51,44.6
6/5/2017,6/2/2017,400-449,"1,507",426,31,52.75,44.5
6/5/2017,6/2/2017,450-499,"1,182",475,38.75,54.5,46.17
6/5/2017,6/2/2017,500-549,"1,625",524,40.52,55.5,49.58
6/5/2017,6/2/2017,550/up,"1,175",586,40.52,56.66,52.11
6/2/2017,6/1/2017,300-399,965,370,37.39,52,44.98
6/2/2017,6/1/2017,400-449,"1,129",426,38.41,53.25,44.23
6/2/2017,6/1/2017,450-499,"1,221",475,35,55,47.01
6/2/2017,6/1/2017,500-549,"1,710",524,40,55,49.97
6/2/2017,6/1/2017,550/up,972,582,48,57.11,52.3
6/1/2017,5/31/2017,300-399,894,376,38,51,44.28
6/1/2017,5/31/2017,400-449,"1,152",424,35,53.25,45.65
6/1/2017,5/31/2017,450-499,"1,512",475,40,55,49.29
6/1/2017,5/31/2017,500-549,"1,750",524,41.15,58,50.64
6/1/2017,5/31/2017,550/up,753,588,49,56.19,52.87
5/31/2017,5/30/2017,300-399,752,373,35,52,45.53
5/31/2017,5/30/2017,400-449,"1,057",426,31,54,45.03
5/31/2017,5/30/2017,450-499,"1,476",474,33,55,48.85
5/31/2017,5/30/2017,500-549,"1,495",525,40.51,57.5,51.42
5/31/2017,5/30/2017,550/up,"1,131",587,49.52,59,53.9
5/30/2017,5/26/2017,300-399,806,372,30,52,44.95
5/30/2017,5/26/2017,400-449,903,427,36,53,45.23
5/30/2017,5/26/2017,450-499,"1,016",476,37,54,50.08
5/30/2017,5/26/2017,500-549,"1,182",524,41.41,55,50.99
5/30/2017,5/26/2017,550/up,509,584,41.41,56.29,52.39
5/30/2017,5/29/2017,300-399,806,372,30,52,44.95
5/30/2017,5/29/2017,400-449,903,427,36,53,45.23
5/30/2017,5/29/2017,450-499,"1,016",476,37,54,50.08
5/30/2017,5/29/2017,500-549,"1,182",524,41.41,55,50.99
5/30/2017,5/29/2017,550/up,509,584,41.41,56.29,52.39
5/26/2017,5/25/2017,300-399,800,368,36,53,46.37
5/26/2017,5/25/2017,400-449,"1,166",426,38,54.75,47.35
5/26/2017,5/25/2017,450-499,"1,151",475,34,56.5,49.42
5/26/2017,5/25/2017,500-549,"1,953",525,40.86,58.5,53.01
5/26/2017,5/25/2017,550/up,"1,019",585,40.85,58.58,54.05
5/25/2017,5/24/2017,300-399,658,374,32,54,46.21
5/25/2017,5/24/2017,400-449,869,428,38,55.25,46.64
5/25/2017,5/24/2017,450-499,"1,202",474,37,57,50.5
5/25/2017,5/24/2017,500-549,"1,482",524,40.97,57.94,53.64
5/25/2017,5/24/2017,550/up,895,587,40.97,58,54.09
5/24/2017,5/23/2017,300-399,886,370,32,53,46.25
5/24/2017,5/23/2017,400-449,"1,003",427,32,55.25,47.2
5/24/2017,5/23/2017,450-499,"1,320",474,37,57,50.87
5/24/2017,5/23/2017,500-549,"1,992",524,42,58.35,54.3
5/24/2017,5/23/2017,550/up,"1,063",586,53,59,55.95
5/23/2017,5/22/2017,300-399,572,376,35,53,45.88
5/23/2017,5/22/2017,400-449,481,429,42,54,48.25
5/23/2017,5/22/2017,450-499,"1,307",475,37,56,51.43
5/23/2017,5/22/2017,500-549,797,525,51.28,58,54.32
5/23/2017,5/22/2017,550/up,655,591,53,60,55.91
5/22/2017,5/19/2017,300-399,448,373,39,52.5,44.76
5/22/2017,5/19/2017,400-449,885,425,37,53.5,44.74
5/22/2017,5/19/2017,450-499,840,476,37,58.5,51.46
5/22/2017,5/19/2017,500-549,"1,338",524,41.93,59.5,54.33
5/22/2017,5/19/2017,550/up,581,589,45.71,60.5,56.58
5/19/2017,5/18/2017,300-399,668,370,40,54.25,47.59
5/19/2017,5/18/2017,400-449,960,427,39,56.25,47.84
5/19/2017,5/18/2017,450-499,"1,025",474,37.75,58,49.9
5/19/2017,5/18/2017,500-549,"1,836",524,42,59,54.97
5/19/2017,5/18/2017,550/up,"1,069",586,52.3,59,56.26
5/18/2017,5/17/2017,300-399,"1,065",375,35,54,47.58
5/18/2017,5/17/2017,400-449,"1,059",427,36.5,56.25,47.77
5/18/2017,5/17/2017,450-499,"1,389",475,39,58,51.71
5/18/2017,5/17/2017,500-549,"1,492",523,42.58,59,54.38
5/18/2017,5/17/2017,550/up,"1,173",585,52.97,59.42,56.5
5/17/2017,5/16/2017,300-399,937,373,32,54,46.48
5/17/2017,5/16/2017,400-449,805,426,36,56.75,47.34
5/17/2017,5/16/2017,450-499,"1,240",474,35,58.5,51.88
5/17/2017,5/16/2017,500-549,"1,585",524,41.15,59.5,54.78
5/17/2017,5/16/2017,550/up,900,585,53,58.63,56.35
5/16/2017,5/15/2017,300-399,"1,052",369,33,53.25,46.75
5/16/2017,5/15/2017,400-449,945,427,35,54.25,47.61
5/16/2017,5/15/2017,450-499,"1,321",475,37,55.25,51.9
5/16/2017,5/15/2017,500-549,"1,658",524,39,58.34,53.79
5/16/2017,5/15/2017,550/up,882,584,52,59.34,55.66
5/15/2017,5/12/2017,300-399,888,374,35,54,46.03
5/15/2017,5/12/2017,400-449,675,427,32,56.75,47.86
5/15/2017,5/12/2017,450-499,985,475,38,58.5,49.9
5/15/2017,5/12/2017,500-549,"1,573",526,45.85,59.5,54.3
5/15/2017,5/12/2017,550/up,856,585,45.85,60.41,56.04
5/12/2017,5/11/2017,300-399,904,372,32,55,46.33
5/12/2017,5/11/2017,400-449,894,428,36,56.75,47.57
5/12/2017,5/11/2017,450-499,"1,671",475,39.75,58.5,51.06
5/12/2017,5/11/2017,500-549,"1,924",525,41.61,59.5,54.14
5/12/2017,5/11/2017,550/up,887,590,42.54,59.5,56.16
5/11/2017,5/10/2017,300-399,713,368,39.7,54,46.77
5/11/2017,5/10/2017,400-449,"1,337",427,37,55,46.9
5/11/2017,5/10/2017,450-499,"1,444",476,37,58.5,50.57
5/11/2017,5/10/2017,500-549,"1,775",524,41.74,58.11,53.7
5/11/2017,5/10/2017,550/up,990,586,50,60,56.63
5/10/2017,5/9/2017,300-399,911,373,31,52.5,45.46
5/10/2017,5/9/2017,400-449,"1,060",426,35.5,55.75,46.93
5/10/2017,5/9/2017,450-499,"1,639",475,37,57,51.4
5/10/2017,5/9/2017,500-549,"1,714",525,40,58.5,52.72
5/10/2017,5/9/2017,550/up,931,587,40,59.34,54.88
5/9/2017,5/8/2017,300-399,916,371,31,52,45.43
5/9/2017,5/8/2017,400-449,821,426,37,53,47.59
5/9/2017,5/8/2017,450-499,"1,540",475,37,54.34,50.76
5/9/2017,5/8/2017,500-549,"1,381",526,40.5,59.34,52.83
5/9/2017,5/8/2017,550/up,"1,239",590,50,60.34,54.82
5/8/2017,5/5/2017,300-399,874,373,35.28,54,43.98
5/8/2017,5/5/2017,400-449,895,426,30,55,44.99
5/8/2017,5/5/2017,450-499,"1,195",475,36.28,56,48.27
5/8/2017,5/5/2017,500-549,"1,406",524,37,57,51.09
5/8/2017,5/5/2017,550/up,950,589,50,57.38,54.06
5/5/2017,5/4/2017,300-399,984,375,32.85,50,43.8
