Report Date,Reported For Date,Weight Range,Head Count,Average Weight,Price Range Low,Price Range High,Weighted Average Price
9/23/2010,9/22/2010,300-399,"1,098",368,51.5,64.03,60.5
9/23/2010,9/22/2010,400-449,"1,034",427,44.88,66.05,59.4
9/23/2010,9/22/2010,450-499,"1,139",473,51,66.05,62.75
9/23/2010,9/22/2010,500-549,"1,436",524,55.49,67.8,65.02
9/23/2010,9/22/2010,550/up,653,583,60,68.55,65.96
9/22/2010,9/21/2010,300-399,"1,594",366,50.77,65.12,60.21
9/22/2010,9/21/2010,400-449,959,425,50.77,66.35,60.13
9/22/2010,9/21/2010,450-499,"1,566",473,50.77,67.91,63.31
9/22/2010,9/21/2010,500-549,"1,473",521,59,69.36,65.87
9/22/2010,9/21/2010,550/up,734,586,60,68.55,66.04
9/21/2010,9/20/2010,300-399,"1,366",370,56,65,61.53
9/21/2010,9/20/2010,400-449,937,428,50.6,66,62.4
9/21/2010,9/20/2010,450-499,"1,488",472,52.55,66.88,63.6
9/21/2010,9/20/2010,500-549,"1,286",524,62,68.54,65.45
9/21/2010,9/20/2010,550/up,616,584,64,68.72,66.83
9/20/2010,9/17/2010,300-399,"1,614",370,48.73,62.71,59.65
9/20/2010,9/17/2010,400-449,"1,101",427,48.73,64.01,58.34
9/20/2010,9/17/2010,450-499,"1,056",473,50.4,66.11,62.55
9/20/2010,9/17/2010,500-549,"1,360",523,51.47,68.65,65.11
9/20/2010,9/17/2010,550/up,442,581,52.54,69.31,66.35
9/17/2010,9/16/2010,300-399,"1,861",369,52,65,60.81
9/17/2010,9/16/2010,400-449,"1,139",426,49,65.3,59.8
9/17/2010,9/16/2010,450-499,"1,330",472,55,66.63,63.46
9/17/2010,9/16/2010,500-549,"1,564",524,61.74,68.74,65.89
9/17/2010,9/16/2010,550/up,551,592,62,68.78,66.61
9/16/2010,9/15/2010,300-399,"1,154",368,47.5,66.64,60
9/16/2010,9/15/2010,400-449,"1,036",426,45.13,67.64,59.76
9/16/2010,9/15/2010,450-499,"1,470",473,54,68.96,63.24
9/16/2010,9/15/2010,500-549,"1,729",524,59,69.67,65.61
9/16/2010,9/15/2010,550/up,536,591,61,69.07,66.31
9/15/2010,9/14/2010,300-399,"1,648",367,45.78,65.27,60.86
9/15/2010,9/14/2010,400-449,"1,407",428,50.46,65.99,60.65
9/15/2010,9/14/2010,450-499,"1,488",472,61,67.62,63.76
9/15/2010,9/14/2010,500-549,"1,589",524,50.46,69.78,65.47
9/15/2010,9/14/2010,550/up,621,590,62,69.78,66.12
9/14/2010,9/13/2010,300-399,"1,193",368,59.5,68.29,62.45
9/14/2010,9/13/2010,400-449,771,427,59.45,65.76,62.26
9/14/2010,9/13/2010,450-499,"1,304",472,61.89,67.25,64.34
9/14/2010,9/13/2010,500-549,"1,667",522,57.7,68.81,64.89
9/14/2010,9/13/2010,550/up,558,585,64.25,69.74,66.85
9/13/2010,9/10/2010,300-399,"1,497",367,47.17,64,59.52
9/13/2010,9/10/2010,400-449,"1,677",424,47.17,65,58.53
9/13/2010,9/10/2010,450-499,"1,400",474,47.17,66,62.3
9/13/2010,9/10/2010,500-549,"1,467",522,52.33,68.84,64.42
9/13/2010,9/10/2010,550/up,683,582,62.5,67.98,66.03
9/10/2010,9/9/2010,300-399,"1,508",366,51.06,63.67,60.1
9/10/2010,9/9/2010,400-449,"1,499",426,43.63,64.87,58.53
9/10/2010,9/9/2010,450-499,"1,750",472,55,67.83,63
9/10/2010,9/9/2010,500-549,"1,523",524,50.27,69.11,64.56
9/10/2010,9/9/2010,550/up,829,587,61,69.8,66.55
9/9/2010,9/8/2010,300-399,"1,184",364,48,65,60.83
9/9/2010,9/8/2010,400-449,"1,089",426,50.63,66.3,59.76
9/9/2010,9/8/2010,450-499,"1,526",472,51.93,66.8,62.81
9/9/2010,9/8/2010,500-549,"1,576",524,52.99,68.96,65.53
9/9/2010,9/8/2010,550/up,807,596,54.05,69.8,65.79
9/8/2010,9/7/2010,300-399,"1,492",370,48.79,68,60.24
9/8/2010,9/7/2010,400-449,963,428,48.79,68,61.11
9/8/2010,9/7/2010,450-499,"1,370",474,59,68,63.79
9/8/2010,9/7/2010,500-549,"1,512",524,60,69.29,66.02
9/8/2010,9/7/2010,550/up,617,587,61,70.39,66.96
9/7/2010,9/6/2010,300-399,995,366,50.95,67,60.94
9/7/2010,9/6/2010,400-449,971,424,48.2,68,58.4
9/7/2010,9/6/2010,450-499,443,472,51.97,68,61.33
9/7/2010,9/6/2010,500-549,466,523,52.99,69.39,65.03
9/7/2010,9/6/2010,550/up,70,585,55.55,67,63.68
9/7/2010,9/3/2010,300-399,995,366,50.95,67,60.94
9/7/2010,9/3/2010,400-449,971,424,48.2,68,58.4
9/7/2010,9/3/2010,450-499,443,472,51.97,68,61.33
9/7/2010,9/3/2010,500-549,466,523,52.99,69.39,65.03
9/7/2010,9/3/2010,550/up,70,585,55.55,67,63.68
9/3/2010,9/2/2010,300-399,"1,574",370,47.63,67.17,60.77
9/3/2010,9/2/2010,400-449,"1,277",426,48.37,68.27,61.23
9/3/2010,9/2/2010,450-499,"1,435",472,57.75,67.75,64.04
9/3/2010,9/2/2010,500-549,"1,487",524,55.11,70.84,66.37
9/3/2010,9/2/2010,550/up,779,586,63.25,72.05,67.12
9/2/2010,9/1/2010,300-399,"1,043",367,44.9,67.6,60.74
9/2/2010,9/1/2010,400-449,928,427,49.04,67.52,61.89
9/2/2010,9/1/2010,450-499,"1,303",472,58,69.91,64.6
9/2/2010,9/1/2010,500-549,"1,529",524,60.28,70.6,66.45
9/2/2010,9/1/2010,550/up,566,592,60,71.6,66.83
9/1/2010,8/31/2010,300-399,"1,250",369,54,67,62.53
9/1/2010,8/31/2010,400-449,"1,332",427,47.83,67.58,61.3
9/1/2010,8/31/2010,450-499,"1,452",474,52.55,68.7,64.8
9/1/2010,8/31/2010,500-549,"1,429",525,63,70.34,67.11
9/1/2010,8/31/2010,550/up,653,590,63,71.34,68
8/31/2010,8/30/2010,300-399,688,366,58.98,68,64.33
8/31/2010,8/30/2010,400-449,929,427,58,68.53,64.38
8/31/2010,8/30/2010,450-499,"1,687",472,62,70.94,65.7
8/31/2010,8/30/2010,500-549,"1,596",522,63,71.94,67.62
8/31/2010,8/30/2010,550/up,588,581,65.5,72.94,68.7
8/30/2010,8/27/2010,300-399,"1,708",368,47.86,67.56,61.07
8/30/2010,8/27/2010,400-449,"1,118",424,51,68.5,60.3
8/30/2010,8/27/2010,450-499,981,471,51.08,70.5,63.69
8/30/2010,8/27/2010,500-549,937,521,54.53,71.5,66.49
8/30/2010,8/27/2010,550/up,429,589,53,72.5,66.96
8/27/2010,8/26/2010,300-399,"1,484",367,48.41,67.31,61.37
8/27/2010,8/26/2010,400-449,"1,258",423,48.41,70.25,59.47
8/27/2010,8/26/2010,450-499,"1,622",472,57.51,70.25,64.82
8/27/2010,8/26/2010,500-549,"1,867",525,63,71.5,67.07
8/27/2010,8/26/2010,550/up,679,592,64,72.5,67.97
8/26/2010,8/25/2010,300-399,"1,366",365,48.33,66,60.7
8/26/2010,8/25/2010,400-449,"1,115",426,48.33,68.5,60.63
8/26/2010,8/25/2010,450-499,"1,709",473,57,70.5,64.17
8/26/2010,8/25/2010,500-549,"1,541",524,59,71.5,66
8/26/2010,8/25/2010,550/up,"1,024",585,60,72,66.59
8/25/2010,8/24/2010,300-399,"1,199",369,44.52,65.59,58.94
8/25/2010,8/24/2010,400-449,"1,409",426,44.52,67.5,58.33
8/25/2010,8/24/2010,450-499,"1,253",474,51,69.5,63.05
8/25/2010,8/24/2010,500-549,"1,472",524,56,70.5,65.27
8/25/2010,8/24/2010,550/up,775,587,57,71.5,66.11
8/24/2010,8/23/2010,300-399,"1,098",367,56,63,59.62
8/24/2010,8/23/2010,400-449,641,430,57.94,66.5,61.11
8/24/2010,8/23/2010,450-499,"1,316",474,59.75,68.5,63.28
8/24/2010,8/23/2010,500-549,"1,017",525,59.3,69.5,65.22
8/24/2010,8/23/2010,550/up,512,586,59.75,70.5,67.05
8/23/2010,8/20/2010,300-399,"1,193",367,47.58,61.59,57.82
8/23/2010,8/20/2010,400-449,"1,147",427,47.58,63.95,56.77
8/23/2010,8/20/2010,450-499,"1,061",473,50.68,65.05,60.4
8/23/2010,8/20/2010,500-549,"1,061",523,51.71,68.42,64.17
8/23/2010,8/20/2010,550/up,434,587,59,68.5,65.46
8/20/2010,8/19/2010,300-399,"1,474",369,50.62,61.54,58.38
8/20/2010,8/19/2010,400-449,"1,179",427,50.89,65.55,57.9
8/20/2010,8/19/2010,450-499,"1,715",473,51,66.64,62.05
8/20/2010,8/19/2010,500-549,"1,538",524,54,67.41,64.53
8/20/2010,8/19/2010,550/up,707,590,62.48,67.5,65.39
8/19/2010,8/18/2010,300-399,"1,121",372,48.96,64,58.54
8/19/2010,8/18/2010,400-449,"1,040",428,48.96,65.55,57.42
8/19/2010,8/18/2010,450-499,"1,520",473,50.99,66.67,62.12
8/19/2010,8/18/2010,500-549,"1,721",524,55,68.07,64.32
8/19/2010,8/18/2010,550/up,693,582,57,68.25,64.5
8/18/2010,8/17/2010,300-399,"1,016",370,49.12,62.29,58.86
8/18/2010,8/17/2010,400-449,"1,037",426,49.12,66.2,57.73
8/18/2010,8/17/2010,450-499,"1,613",474,53,65.92,62.57
8/18/2010,8/17/2010,500-549,"1,262",525,58.5,67.45,64.16
8/18/2010,8/17/2010,550/up,511,589,58.5,68.57,64.42
8/17/2010,8/16/2010,300-399,826,368,54,61.49,58.35
8/17/2010,8/16/2010,400-449,849,431,56,64.28,59.43
8/17/2010,8/16/2010,450-499,"1,320",473,56,65.95,61.75
8/17/2010,8/16/2010,500-549,990,523,57,67.49,63.22
8/17/2010,8/16/2010,550/up,694,588,59,67.61,65.04
8/16/2010,8/13/2010,300-399,"1,672",368,49.91,62.94,58.47
8/16/2010,8/13/2010,400-449,"1,157",426,44.09,63.99,55.75
8/16/2010,8/13/2010,450-499,905,471,50.95,65.75,59.65
8/16/2010,8/13/2010,500-549,"1,085",521,51.99,67.3,63.45
8/16/2010,8/13/2010,550/up,242,577,60,70.58,65.04
8/13/2010,8/12/2010,300-399,"1,502",366,52,64.33,58.6
8/13/2010,8/12/2010,400-449,"1,129",428,52,67.3,58.48
8/13/2010,8/12/2010,450-499,"1,448",472,53,67.39,62.05
8/13/2010,8/12/2010,500-549,"1,389",523,58,68.91,64.52
8/13/2010,8/12/2010,550/up,543,589,60,69.55,65.7
8/12/2010,8/11/2010,300-399,"1,226",375,47.92,63.24,58.52
8/12/2010,8/11/2010,400-449,844,427,49.52,67.3,59.1
8/12/2010,8/11/2010,450-499,"1,170",473,53,68.46,61.78
8/12/2010,8/11/2010,500-549,"1,330",523,59,70.73,65.07
8/12/2010,8/11/2010,550/up,770,586,61.5,71.75,65.78
8/11/2010,8/10/2010,300-399,"1,538",370,51.82,63.58,59.98
8/11/2010,8/10/2010,400-449,"1,186",424,49.39,67.55,58.97
8/11/2010,8/10/2010,450-499,"1,565",474,52.52,67.36,62.83
8/11/2010,8/10/2010,500-549,"1,186",523,55,69.84,65.02
8/11/2010,8/10/2010,550/up,711,592,58,70.59,65.8
8/10/2010,8/9/2010,300-399,680,378,50.18,63,60.88
8/10/2010,8/9/2010,400-449,561,428,52.07,68.57,63.91
8/10/2010,8/9/2010,450-499,661,476,55.86,67.51,63.86
8/10/2010,8/9/2010,500-549,536,522,57.76,69.67,64.68
8/10/2010,8/9/2010,550/up,301,589,62,70.75,66.16
8/9/2010,8/6/2010,300-399,813,363,44.4,63.91,58.73
8/9/2010,8/6/2010,400-449,648,426,48.99,64,57.32
8/9/2010,8/6/2010,450-499,328,472,52.5,66.15,60.8
8/9/2010,8/6/2010,500-549,773,521,53.57,68.48,65.01
8/9/2010,8/6/2010,550/up,290,582,53.57,68.6,64.74
8/6/2010,8/5/2010,300-399,"1,680",370,45.72,64.25,59.51
8/6/2010,8/5/2010,400-449,"1,145",426,45.72,66.3,59.96
8/6/2010,8/5/2010,450-499,"1,300",473,49.69,67.86,63.78
8/6/2010,8/5/2010,500-549,"1,480",524,62,68.91,66.5
8/6/2010,8/5/2010,550/up,586,589,63.3,70.08,67.21
8/5/2010,8/4/2010,300-399,"1,190",369,49.61,66.58,61.06
8/5/2010,8/4/2010,400-449,"1,085",426,48.95,67.86,60.12
8/5/2010,8/4/2010,450-499,"1,369",474,54.38,76.8,64.63
8/5/2010,8/4/2010,500-549,"1,192",524,62,77.33,67.16
8/5/2010,8/4/2010,550/up,423,584,63.25,70.14,67.81
8/4/2010,8/3/2010,300-399,"1,485",362,53,66.21,60.29
8/4/2010,8/3/2010,400-449,"1,158",427,50.89,66.43,60.46
8/4/2010,8/3/2010,450-499,"1,570",474,51.54,68.04,64.81
8/4/2010,8/3/2010,500-549,"1,465",524,60,69.4,66.85
8/4/2010,8/3/2010,550/up,505,586,63,70.46,67.56
8/3/2010,8/2/2010,300-399,"1,302",368,53,66.43,63.86
8/3/2010,8/2/2010,400-449,"1,057",425,54,67.8,62.72
8/3/2010,8/2/2010,450-499,"1,585",474,56,68.8,65.67
8/3/2010,8/2/2010,500-549,"1,311",524,58,69.97,66.58
8/3/2010,8/2/2010,550/up,528,587,59,69.97,67.28
8/2/2010,7/30/2010,300-399,"1,827",369,48.6,66.8,61.03
8/2/2010,7/30/2010,400-449,"1,085",426,48.6,66.87,60.48
8/2/2010,7/30/2010,450-499,"1,248",473,51.23,68.66,64.34
8/2/2010,7/30/2010,500-549,837,521,53.58,69.43,66.15
8/2/2010,7/30/2010,550/up,509,581,55.1,70.79,66.92
7/30/2010,7/29/2010,300-399,"1,785",367,47.31,66.25,61.13
7/30/2010,7/29/2010,400-449,"1,047",424,43.55,66.25,58.42
7/30/2010,7/29/2010,450-499,"1,553",473,53,70.78,64.66
7/30/2010,7/29/2010,500-549,"1,443",524,54,71.5,65.57
7/30/2010,7/29/2010,550/up,755,589,57.24,72.5,67.63
7/29/2010,7/28/2010,300-399,953,369,47.83,67.52,60.19
7/29/2010,7/28/2010,400-449,944,423,47.83,67.38,58.88
7/29/2010,7/28/2010,450-499,"1,206",474,53,69.5,64.4
7/29/2010,7/28/2010,500-549,"1,486",524,54.06,71.5,65.9
7/29/2010,7/28/2010,550/up,626,585,55.12,71,66.52
7/28/2010,7/27/2010,300-399,"1,331",363,48.28,64.5,60.37
7/28/2010,7/27/2010,400-449,"1,083",426,48.21,66.5,59.82
7/28/2010,7/27/2010,450-499,"1,608",475,48.21,68.5,62.05
7/28/2010,7/27/2010,500-549,"1,279",524,54.5,69.5,64.91
7/28/2010,7/27/2010,550/up,798,590,56,70.5,65.48
7/27/2010,7/26/2010,300-399,848,372,51.94,68.07,60.51
7/27/2010,7/26/2010,400-449,615,428,55.15,66,60.22
7/27/2010,7/26/2010,450-499,"1,398",472,56,68.07,62.92
7/27/2010,7/26/2010,500-549,"1,050",520,56,68.07,64.82
7/27/2010,7/26/2010,550/up,461,584,56,69.5,65.8
7/26/2010,7/23/2010,300-399,"1,295",369,47.94,62,57.97
7/26/2010,7/23/2010,400-449,"1,186",428,48.8,63.8,58.2
7/26/2010,7/23/2010,450-499,"1,127",474,48.8,64.8,60.13
7/26/2010,7/23/2010,500-549,"1,477",522,51.14,68.46,63.84
7/26/2010,7/23/2010,550/up,481,577,55.21,68,64.8
7/23/2010,7/22/2010,300-399,"1,234",367,44.12,62.8,58.06
7/23/2010,7/22/2010,400-449,"1,506",423,44.69,66,55.77
7/23/2010,7/22/2010,450-499,"1,427",474,48.55,64.8,61.12
7/23/2010,7/22/2010,500-549,"1,203",525,60,69.41,64.03
7/23/2010,7/22/2010,550/up,811,587,48.55,68,63.46
7/22/2010,7/21/2010,300-399,"1,175",365,51.54,64.13,58.46
7/22/2010,7/21/2010,400-449,"1,300",425,46.54,62,57.12
7/22/2010,7/21/2010,450-499,"1,491",473,45,66.38,60.19
7/22/2010,7/21/2010,500-549,"1,363",524,53,67.38,62.66
7/22/2010,7/21/2010,550/up,684,583,56,68.38,64.09
7/21/2010,7/20/2010,300-399,"1,084",367,50.78,61.8,57.73
7/21/2010,7/20/2010,400-449,"1,066",424,46.65,62.8,56.3
7/21/2010,7/20/2010,450-499,"1,632",474,47.03,65.83,60.03
7/21/2010,7/20/2010,500-549,"1,162",524,51.5,65.8,61.62
7/21/2010,7/20/2010,550/up,866,588,58,67.88,62.71
7/20/2010,7/19/2010,300-399,454,379,52.41,59.7,56.74
7/20/2010,7/19/2010,400-449,868,424,41.24,59.96,56.08
7/20/2010,7/19/2010,450-499,"1,288",475,46.62,62.94,59.49
7/20/2010,7/19/2010,500-549,537,523,49,64.03,59.62
7/20/2010,7/19/2010,550/up,345,596,58.5,65.11,61.3
7/19/2010,7/16/2010,300-399,"1,694",370,45.4,61,55.74
7/19/2010,7/16/2010,400-449,879,425,42.65,63,56.47
7/19/2010,7/16/2010,450-499,"1,315",473,46.1,63.71,57.71
7/19/2010,7/16/2010,500-549,"1,286",525,48.26,65.21,60.41
7/19/2010,7/16/2010,550/up,500,589,49.27,65,60.68
7/16/2010,7/15/2010,300-399,"1,387",371,45.08,68.5,55.97
7/16/2010,7/15/2010,400-449,"1,288",424,38,68.97,53.67
7/16/2010,7/15/2010,450-499,"1,483",475,48,62.94,58.29
7/16/2010,7/15/2010,500-549,"1,573",524,50.91,69.5,59.83
7/16/2010,7/15/2010,550/up,535,587,45.3,69.5,61.32
7/14/2010,7/13/2010,300-399,"1,361",365,48.38,58.25,54.24
7/14/2010,7/13/2010,400-449,"1,552",426,42.08,59.69,52.29
7/14/2010,7/13/2010,450-499,"1,494",471,47,60,56.7
7/14/2010,7/13/2010,500-549,"1,238",525,53.89,61,58.33
7/14/2010,7/13/2010,550/up,536,588,54,61.03,58.29
7/13/2010,7/12/2010,300-399,854,379,44.14,56.6,52.89
7/13/2010,7/12/2010,400-449,"1,263",423,44,56.5,53.16
7/13/2010,7/12/2010,450-499,"1,204",474,47,60.13,55.64
7/13/2010,7/12/2010,500-549,727,525,44.35,59.9,56.84
7/13/2010,7/12/2010,550/up,335,586,55.38,60.95,57.91
7/12/2010,7/9/2010,300-399,"1,242",374,39.72,57.5,51.35
7/12/2010,7/9/2010,400-449,"1,105",425,39.72,57.5,51.07
7/12/2010,7/9/2010,450-499,"1,379",475,43.46,59.5,54.16
7/12/2010,7/9/2010,500-549,"1,152",526,44.47,62,56.38
7/12/2010,7/9/2010,550/up,700,586,48.22,63,58.14
7/9/2010,7/8/2010,300-399,814,372,45,54.53,51.69
7/9/2010,7/8/2010,400-449,"1,588",425,42.05,60.56,51.16
7/9/2010,7/8/2010,450-499,"1,584",473,45,62.56,54.16
7/9/2010,7/8/2010,500-549,"1,410",524,45.22,64.56,56.84
7/9/2010,7/8/2010,550/up,"1,021",582,52,64.56,58.16
7/8/2010,7/7/2010,300-399,"1,012",377,45,55.59,52.88
7/8/2010,7/7/2010,400-449,"1,355",424,42.03,58.06,51.2
7/8/2010,7/7/2010,450-499,"1,147",471,42.07,58.06,53.51
7/8/2010,7/7/2010,500-549,"1,789",525,45.45,60.9,56.64
7/8/2010,7/7/2010,550/up,579,586,53.5,61.13,57.49
7/7/2010,7/6/2010,300-399,"1,177",372,49,55.9,53.74
7/7/2010,7/6/2010,400-449,"1,325",428,45.22,56.99,52.28
7/7/2010,7/6/2010,450-499,"1,347",474,44,58.45,54.6
7/7/2010,7/6/2010,500-549,"1,702",523,45.44,60.24,56.15
7/7/2010,7/6/2010,550/up,667,584,53,60.8,58.09
7/6/2010,7/2/2010,300-399,"1,125",365,40.44,55,52.43
7/6/2010,7/2/2010,400-449,"1,354",424,42.15,56.5,52.41
7/6/2010,7/2/2010,450-499,749,475,43,57.28,53.61
7/6/2010,7/2/2010,500-549,987,522,44.98,59.01,55.48
7/6/2010,7/2/2010,550/up,394,585,46.02,60.05,56.42
7/2/2010,7/1/2010,300-399,"1,127",372,42.84,56,52.61
7/2/2010,7/1/2010,400-449,"1,301",426,42.84,58.55,53.25
7/2/2010,7/1/2010,450-499,"1,113",474,47,58.95,54.25
7/2/2010,7/1/2010,500-549,"1,674",526,45.83,60.8,57.14
7/2/2010,7/1/2010,550/up,583,590,54,61.14,58.85
7/1/2010,6/30/2010,300-399,"1,149",372,41.16,59,53.42
7/1/2010,6/30/2010,400-449,"1,479",423,43.79,59,52.79
7/1/2010,6/30/2010,450-499,"1,358",472,46.13,59,53.99
7/1/2010,6/30/2010,500-549,"1,739",525,46.13,60.8,57.06
7/1/2010,6/30/2010,550/up,805,587,54,61.99,58.01
6/30/2010,6/29/2010,300-399,979,374,45,58,54.05
6/30/2010,6/29/2010,400-449,"1,474",427,46.07,58.46,53.01
6/30/2010,6/29/2010,450-499,"1,780",473,45,61.25,54.44
6/30/2010,6/29/2010,500-549,"1,193",525,46.36,61.47,56.74
6/30/2010,6/29/2010,550/up,768,589,53,62.38,57.68
6/29/2010,6/28/2010,300-399,"1,005",376,45,57,53.8
6/29/2010,6/28/2010,400-449,714,425,45,57.5,54.19
6/29/2010,6/28/2010,450-499,"1,082",474,47,59.8,55.33
6/29/2010,6/28/2010,500-549,"1,075",525,54.5,61.11,58.3
6/29/2010,6/28/2010,550/up,326,587,55,62.16,59
6/28/2010,6/25/2010,300-399,"1,293",375,41.51,58,54
6/28/2010,6/25/2010,400-449,"1,237",421,42.78,57.5,53.12
6/28/2010,6/25/2010,450-499,503,473,45.48,58.98,51.84
6/28/2010,6/25/2010,500-549,854,524,46,61,57.1
6/28/2010,6/25/2010,550/up,388,577,49.9,62,58.56
6/25/2010,6/24/2010,300-399,988,366,41.35,58.54,53.36
6/25/2010,6/24/2010,400-449,"1,424",424,44.15,60.55,53.78
6/25/2010,6/24/2010,450-499,"1,338",473,44.83,60.55,55.28
6/25/2010,6/24/2010,500-549,"1,411",523,46,63.36,57.13
6/25/2010,6/24/2010,550/up,986,586,55,63.55,60.18
6/24/2010,6/23/2010,300-399,"1,393",374,41.22,58.58,54.84
6/24/2010,6/23/2010,400-449,990,427,45.26,60.55,54.34
6/24/2010,6/23/2010,450-499,"1,429",474,46.57,60.58,55.16
6/24/2010,6/23/2010,500-549,"1,516",524,46.57,62.13,58.53
6/24/2010,6/23/2010,550/up,765,587,55.3,63,58.53
6/23/2010,6/22/2010,300-399,"1,203",370,50.92,58,54.06
6/23/2010,6/22/2010,400-449,"1,211",427,46,60.57,54.82
6/23/2010,6/22/2010,450-499,"1,487",474,43.63,60.67,56.12
6/23/2010,6/22/2010,500-549,"1,498",523,54,63,58.11
6/23/2010,6/22/2010,550/up,782,584,56,63.9,59.66
6/22/2010,6/21/2010,300-399,724,375,46,58.96,56.4
6/22/2010,6/21/2010,400-449,564,424,46,59,54.58
6/22/2010,6/21/2010,450-499,930,475,46,60.54,56
6/22/2010,6/21/2010,500-549,570,524,47.41,62,58.21
6/22/2010,6/21/2010,550/up,251,584,56.95,63,60.95
6/21/2010,6/18/2010,300-399,"1,320",371,45.41,60,54.69
6/21/2010,6/18/2010,400-449,"1,252",424,45.97,60,53.61
6/21/2010,6/18/2010,450-499,721,472,45.97,61.56,53.97
6/21/2010,6/18/2010,500-549,974,524,47.01,62.82,59.15
6/21/2010,6/18/2010,550/up,331,586,49.54,65.6,59.37
6/18/2010,6/17/2010,300-399,"1,005",367,47,59.5,54.89
6/18/2010,6/17/2010,400-449,"1,310",427,45.15,60.25,54.05
6/18/2010,6/17/2010,450-499,"1,479",473,45,62.3,56.97
6/18/2010,6/17/2010,500-549,"1,600",523,57,63.55,60.38
6/18/2010,6/17/2010,550/up,587,589,57.83,64.6,60.93
6/17/2010,6/16/2010,300-399,901,368,45.64,58.31,54.37
6/17/2010,6/16/2010,400-449,"1,996",425,45.69,62.3,55.31
6/17/2010,6/16/2010,450-499,"1,465",473,45.81,62.3,57.25
6/17/2010,6/16/2010,500-549,"1,589",526,47.72,63.55,59.54
6/17/2010,6/16/2010,550/up,585,585,50.46,65.52,61.23
6/16/2010,6/15/2010,300-399,"1,330",371,53,58.43,56.13
6/16/2010,6/15/2010,400-449,"1,332",426,47.75,62.3,55.45
6/16/2010,6/15/2010,450-499,"1,586",475,47.75,62.3,58.2
6/16/2010,6/15/2010,500-549,"1,514",524,55,63.77,60.33
6/16/2010,6/15/2010,550/up,844,587,57.53,64.83,61.28
6/15/2010,6/14/2010,300-399,265,376,48,58.07,56.31
6/15/2010,6/14/2010,400-449,695,422,48.37,59,56.21
6/15/2010,6/14/2010,450-499,697,476,48.37,62.64,57.69
6/15/2010,6/14/2010,500-549,540,525,58.71,64.24,60.27
6/15/2010,6/14/2010,550/up,226,594,59.74,65.31,62.11
6/14/2010,6/11/2010,300-399,"1,455",370,44.82,59,54.67
6/14/2010,6/11/2010,400-449,"1,413",424,46.22,59.17,55.21
6/14/2010,6/11/2010,450-499,"1,203",474,39.65,64.73,57.02
6/14/2010,6/11/2010,500-549,"1,288",524,48.17,64.5,60.37
6/14/2010,6/11/2010,550/up,787,587,49.52,65,61.68
6/11/2010,6/10/2010,300-399,"1,094",370,51,60.87,56.24
6/11/2010,6/10/2010,400-449,"1,361",422,48,61,54.83
6/11/2010,6/10/2010,450-499,"1,211",472,48,63.06,58.5
6/11/2010,6/10/2010,500-549,"1,873",524,52,64.5,61.59
6/11/2010,6/10/2010,550/up,829,589,59,65,62.58
6/10/2010,6/9/2010,300-399,"1,146",368,50,59.5,56.65
6/10/2010,6/9/2010,400-449,"1,062",425,46.67,61.8,55.5
6/10/2010,6/9/2010,450-499,"1,248",473,51.19,64.38,59.26
6/10/2010,6/9/2010,500-549,"1,424",526,52.23,64,61.67
6/10/2010,6/9/2010,550/up,613,589,57,65.99,63.08
6/9/2010,6/8/2010,300-399,"1,569",365,48,60.95,56.24
6/9/2010,6/8/2010,400-449,"1,109",426,43,62.09,55.87
6/9/2010,6/8/2010,450-499,"1,771",473,45.78,62.8,59
6/9/2010,6/8/2010,500-549,"1,266",524,58,64.8,62.02
6/9/2010,6/8/2010,550/up,717,592,57,65.8,62.97
6/8/2010,6/7/2010,300-399,494,375,47.78,60,56.36
6/8/2010,6/7/2010,400-449,999,425,48,61,55.95
6/8/2010,6/7/2010,450-499,963,475,54.84,61.99,60.16
6/8/2010,6/7/2010,500-549,946,524,49,64,61.54
6/8/2010,6/7/2010,550/up,336,586,58,64.68,62.95
6/7/2010,6/4/2010,300-399,"1,472",372,47.85,59.08,55.82
6/7/2010,6/4/2010,400-449,"1,068",425,48.37,61,56.01
6/7/2010,6/4/2010,450-499,"1,181",475,48,61.85,58.9
6/7/2010,6/4/2010,500-549,"1,182",524,52.03,63.15,61.08
6/7/2010,6/4/2010,550/up,360,588,54.02,64,61.97
6/4/2010,6/3/2010,300-399,"1,916",371,47.96,62.24,56.07
6/4/2010,6/3/2010,400-449,"1,236",424,47.76,60.25,55.28
6/4/2010,6/3/2010,450-499,"1,465",474,41.94,64.8,58.92
6/4/2010,6/3/2010,500-549,"1,529",524,57,65.68,62.02
6/4/2010,6/3/2010,550/up,570,588,58,65.48,62.15
6/3/2010,6/2/2010,300-399,"1,483",371,41.17,62,56.83
6/3/2010,6/2/2010,400-449,"1,250",423,49.04,63.33,56.42
6/3/2010,6/2/2010,450-499,"1,633",472,44.47,62.72,58.8
6/3/2010,6/2/2010,500-549,"1,539",525,44.47,64.27,61.21
6/3/2010,6/2/2010,550/up,795,589,55,65.82,62.48
6/2/2010,6/1/2010,300-399,707,369,55,61.91,58.58
6/2/2010,6/1/2010,400-449,724,426,47.26,63,56.64
6/2/2010,6/1/2010,450-499,"1,360",473,53.91,62.93,60.16
6/2/2010,6/1/2010,500-549,"1,572",524,58.78,65.41,62.3
6/2/2010,6/1/2010,550/up,504,586,59.28,65.5,63.02
6/1/2010,5/28/2010,300-399,926,375,40,60,54.88
