Report Date,Reported For Date,State Description,Head Count
12/21/2015,12/18/2015,Oklahoma,740
12/21/2015,12/18/2015,Pennsylvania,102
12/21/2015,12/18/2015,South Carolina,84
12/21/2015,12/18/2015,South Dakota,310
12/21/2015,12/18/2015,Virginia,168
12/21/2015,12/18/2015,Wisconsin,98
12/18/2015,12/17/2015,Canada,"1,777"
12/18/2015,12/17/2015,Georgia,90
12/18/2015,12/17/2015,Illinois,"1,148"
12/18/2015,12/17/2015,Indiana,336
12/18/2015,12/17/2015,Iowa,"1,702"
12/18/2015,12/17/2015,Michigan,207
12/18/2015,12/17/2015,Minnesota,730
12/18/2015,12/17/2015,Missouri,417
12/18/2015,12/17/2015,Nebraska,504
12/18/2015,12/17/2015,North Carolina,349
12/18/2015,12/17/2015,Ohio,244
12/18/2015,12/17/2015,Oklahoma,554
12/18/2015,12/17/2015,Pennsylvania,190
12/18/2015,12/17/2015,South Carolina,181
12/18/2015,12/17/2015,South Dakota,721
12/18/2015,12/17/2015,Virginia,170
12/18/2015,12/17/2015,Wisconsin,281
12/17/2015,12/16/2015,Canada,"1,274"
12/17/2015,12/16/2015,Illinois,"1,764"
12/17/2015,12/16/2015,Indiana,304
12/17/2015,12/16/2015,Iowa,"2,276"
12/17/2015,12/16/2015,Michigan,223
12/17/2015,12/16/2015,Minnesota,707
12/17/2015,12/16/2015,Missouri,488
12/17/2015,12/16/2015,Nebraska,865
12/17/2015,12/16/2015,North Carolina,351
12/17/2015,12/16/2015,Ohio,80
12/17/2015,12/16/2015,Oklahoma,546
12/17/2015,12/16/2015,Pennsylvania,283
12/17/2015,12/16/2015,South Carolina,176
12/17/2015,12/16/2015,South Dakota,194
12/17/2015,12/16/2015,Virginia,76
12/17/2015,12/16/2015,Wisconsin,97
12/16/2015,12/15/2015,Arkansas,270
12/16/2015,12/15/2015,Canada,"1,940"
12/16/2015,12/15/2015,Georgia,88
12/16/2015,12/15/2015,Illinois,"1,922"
12/16/2015,12/15/2015,Indiana,400
12/16/2015,12/15/2015,Iowa,"2,449"
12/16/2015,12/15/2015,Kansas,95
12/16/2015,12/15/2015,Michigan,175
12/16/2015,12/15/2015,Minnesota,603
12/16/2015,12/15/2015,Mississippi,150
12/16/2015,12/15/2015,Missouri,359
12/16/2015,12/15/2015,Nebraska,536
12/16/2015,12/15/2015,North Carolina,625
12/16/2015,12/15/2015,Ohio,190
12/16/2015,12/15/2015,Oklahoma,515
12/16/2015,12/15/2015,Pennsylvania,199
12/16/2015,12/15/2015,South Carolina,91
12/16/2015,12/15/2015,South Dakota,125
12/16/2015,12/15/2015,Virginia,95
12/16/2015,12/15/2015,Wisconsin,81
12/15/2015,12/14/2015,Arkansas,211
12/15/2015,12/14/2015,Canada,"1,817"
12/15/2015,12/14/2015,Georgia,93
12/15/2015,12/14/2015,Illinois,"1,289"
12/15/2015,12/14/2015,Indiana,370
12/15/2015,12/14/2015,Iowa,"2,519"
12/15/2015,12/14/2015,Michigan,221
12/15/2015,12/14/2015,Minnesota,863
12/15/2015,12/14/2015,Mississippi,146
12/15/2015,12/14/2015,Missouri,233
12/15/2015,12/14/2015,Nebraska,714
12/15/2015,12/14/2015,North Carolina,708
12/15/2015,12/14/2015,Ohio,280
12/15/2015,12/14/2015,Oklahoma,606
12/15/2015,12/14/2015,South Dakota,414
12/14/2015,12/11/2015,Arkansas,60
12/14/2015,12/11/2015,Canada,"1,821"
12/14/2015,12/11/2015,Georgia,85
12/14/2015,12/11/2015,Illinois,"1,028"
12/14/2015,12/11/2015,Indiana,266
12/14/2015,12/11/2015,Iowa,"2,339"
12/14/2015,12/11/2015,Kansas,38
12/14/2015,12/11/2015,Michigan,359
12/14/2015,12/11/2015,Minnesota,"1,459"
12/14/2015,12/11/2015,Missouri,396
12/14/2015,12/11/2015,Nebraska,"1,260"
12/14/2015,12/11/2015,North Carolina,460
12/14/2015,12/11/2015,Ohio,406
12/14/2015,12/11/2015,Oklahoma,751
12/14/2015,12/11/2015,South Carolina,237
12/14/2015,12/11/2015,South Dakota,301
12/14/2015,12/11/2015,Virginia,85
12/14/2015,12/11/2015,Wisconsin,61
12/11/2015,12/10/2015,Arkansas,154
12/11/2015,12/10/2015,Canada,"1,816"
12/11/2015,12/10/2015,Illinois,945
12/11/2015,12/10/2015,Indiana,242
12/11/2015,12/10/2015,Iowa,"1,918"
12/11/2015,12/10/2015,Kansas,58
12/11/2015,12/10/2015,Michigan,363
12/11/2015,12/10/2015,Minnesota,792
12/11/2015,12/10/2015,Missouri,353
12/11/2015,12/10/2015,Nebraska,733
12/11/2015,12/10/2015,North Carolina,349
12/11/2015,12/10/2015,Ohio,189
12/11/2015,12/10/2015,Oklahoma,801
12/11/2015,12/10/2015,Pennsylvania,202
12/11/2015,12/10/2015,South Carolina,80
12/11/2015,12/10/2015,South Dakota,345
12/11/2015,12/10/2015,Virginia,255
12/11/2015,12/10/2015,Wisconsin,145
12/10/2015,12/9/2015,Canada,"1,007"
12/10/2015,12/9/2015,Illinois,"1,274"
12/10/2015,12/9/2015,Indiana,546
12/10/2015,12/9/2015,Iowa,"2,521"
12/10/2015,12/9/2015,Kansas,107
12/10/2015,12/9/2015,Michigan,198
12/10/2015,12/9/2015,Minnesota,407
12/10/2015,12/9/2015,Mississippi,70
12/10/2015,12/9/2015,Missouri,356
12/10/2015,12/9/2015,Nebraska,731
12/10/2015,12/9/2015,North Carolina,472
12/10/2015,12/9/2015,Ohio,89
12/10/2015,12/9/2015,Oklahoma,428
12/10/2015,12/9/2015,Pennsylvania,389
12/10/2015,12/9/2015,South Carolina,166
12/10/2015,12/9/2015,South Dakota,376
12/10/2015,12/9/2015,Virginia,158
12/10/2015,12/9/2015,Wisconsin,96
12/9/2015,12/8/2015,Arkansas,225
12/9/2015,12/8/2015,Canada,"1,407"
12/9/2015,12/8/2015,Georgia,88
12/9/2015,12/8/2015,Illinois,"1,589"
12/9/2015,12/8/2015,Indiana,226
12/9/2015,12/8/2015,Iowa,"2,353"
12/9/2015,12/8/2015,Kansas,185
12/9/2015,12/8/2015,Michigan,186
12/9/2015,12/8/2015,Minnesota,"1,151"
12/9/2015,12/8/2015,Mississippi,72
12/9/2015,12/8/2015,Missouri,511
12/9/2015,12/8/2015,Nebraska,762
12/9/2015,12/8/2015,North Carolina,622
12/9/2015,12/8/2015,Ohio,175
12/9/2015,12/8/2015,Oklahoma,427
12/9/2015,12/8/2015,Pennsylvania,178
12/9/2015,12/8/2015,South Carolina,178
12/9/2015,12/8/2015,South Dakota,226
12/9/2015,12/8/2015,Virginia,83
12/9/2015,12/8/2015,Wisconsin,154
12/8/2015,12/7/2015,Arkansas,75
12/8/2015,12/7/2015,Canada,"1,430"
12/8/2015,12/7/2015,Georgia,90
12/8/2015,12/7/2015,Illinois,854
12/8/2015,12/7/2015,Indiana,442
12/8/2015,12/7/2015,Iowa,"2,293"
12/8/2015,12/7/2015,Michigan,190
12/8/2015,12/7/2015,Minnesota,627
12/8/2015,12/7/2015,Mississippi,70
12/8/2015,12/7/2015,Missouri,166
12/8/2015,12/7/2015,Nebraska,775
12/8/2015,12/7/2015,North Carolina,852
12/8/2015,12/7/2015,Ohio,297
12/8/2015,12/7/2015,Oklahoma,533
12/8/2015,12/7/2015,South Dakota,147
12/8/2015,12/7/2015,Wisconsin,147
12/7/2015,12/4/2015,Arkansas,301
12/7/2015,12/4/2015,Canada,"1,406"
12/7/2015,12/4/2015,Georgia,90
12/7/2015,12/4/2015,Illinois,660
12/7/2015,12/4/2015,Indiana,302
12/7/2015,12/4/2015,Iowa,"2,423"
12/7/2015,12/4/2015,Michigan,180
12/7/2015,12/4/2015,Minnesota,759
12/7/2015,12/4/2015,Missouri,545
12/7/2015,12/4/2015,Nebraska,906
12/7/2015,12/4/2015,North Carolina,587
12/7/2015,12/4/2015,Ohio,71
12/7/2015,12/4/2015,Oklahoma,560
12/7/2015,12/4/2015,South Carolina,182
12/7/2015,12/4/2015,South Dakota,180
12/7/2015,12/4/2015,Virginia,241
12/7/2015,12/4/2015,Wisconsin,62
12/4/2015,12/3/2015,Arkansas,150
12/4/2015,12/3/2015,Canada,"1,333"
12/4/2015,12/3/2015,Illinois,"1,066"
12/4/2015,12/3/2015,Indiana,245
12/4/2015,12/3/2015,Iowa,"1,973"
12/4/2015,12/3/2015,Michigan,176
12/4/2015,12/3/2015,Minnesota,649
12/4/2015,12/3/2015,Missouri,298
12/4/2015,12/3/2015,Nebraska,"1,103"
12/4/2015,12/3/2015,North Carolina,425
12/4/2015,12/3/2015,Ohio,141
12/4/2015,12/3/2015,Oklahoma,457
12/4/2015,12/3/2015,Pennsylvania,302
12/4/2015,12/3/2015,South Carolina,181
12/4/2015,12/3/2015,South Dakota,184
12/4/2015,12/3/2015,Virginia,226
12/4/2015,12/3/2015,Wisconsin,180
12/3/2015,12/2/2015,Arkansas,122
12/3/2015,12/2/2015,Canada,"1,241"
12/3/2015,12/2/2015,Illinois,"1,269"
12/3/2015,12/2/2015,Indiana,516
12/3/2015,12/2/2015,Iowa,"2,272"
12/3/2015,12/2/2015,Kansas,209
12/3/2015,12/2/2015,Michigan,95
12/3/2015,12/2/2015,Minnesota,361
12/3/2015,12/2/2015,Missouri,262
12/3/2015,12/2/2015,Nebraska,861
12/3/2015,12/2/2015,North Carolina,350
12/3/2015,12/2/2015,Ohio,244
12/3/2015,12/2/2015,Oklahoma,557
12/3/2015,12/2/2015,Pennsylvania,290
12/3/2015,12/2/2015,South Carolina,86
12/3/2015,12/2/2015,South Dakota,410
12/3/2015,12/2/2015,Virginia,246
12/3/2015,12/2/2015,Wisconsin,202
12/2/2015,12/1/2015,Arkansas,163
12/2/2015,12/1/2015,Canada,"1,569"
12/2/2015,12/1/2015,Georgia,93
12/2/2015,12/1/2015,Illinois,"1,030"
12/2/2015,12/1/2015,Indiana,388
12/2/2015,12/1/2015,Iowa,"1,355"
12/2/2015,12/1/2015,Kansas,249
12/2/2015,12/1/2015,Michigan,82
12/2/2015,12/1/2015,Minnesota,"1,072"
12/2/2015,12/1/2015,Mississippi,146
12/2/2015,12/1/2015,Missouri,257
12/2/2015,12/1/2015,Nebraska,800
12/2/2015,12/1/2015,North Carolina,625
12/2/2015,12/1/2015,Ohio,169
12/2/2015,12/1/2015,Oklahoma,346
12/2/2015,12/1/2015,Pennsylvania,176
12/2/2015,12/1/2015,South Carolina,181
12/2/2015,12/1/2015,South Dakota,270
12/2/2015,12/1/2015,Virginia,152
12/2/2015,12/1/2015,Wisconsin,31
12/1/2015,11/30/2015,Arkansas,150
12/1/2015,11/30/2015,Canada,"2,050"
12/1/2015,11/30/2015,Georgia,81
12/1/2015,11/30/2015,Illinois,"1,486"
12/1/2015,11/30/2015,Indiana,321
12/1/2015,11/30/2015,Iowa,"2,082"
12/1/2015,11/30/2015,Michigan,191
12/1/2015,11/30/2015,Minnesota,532
12/1/2015,11/30/2015,Mississippi,160
12/1/2015,11/30/2015,Missouri,147
12/1/2015,11/30/2015,Nebraska,814
12/1/2015,11/30/2015,North Carolina,679
12/1/2015,11/30/2015,Ohio,466
12/1/2015,11/30/2015,Oklahoma,360
12/1/2015,11/30/2015,South Dakota,378
12/1/2015,11/30/2015,Wisconsin,57
11/30/2015,11/27/2015,Arkansas,225
11/30/2015,11/27/2015,Canada,778
11/30/2015,11/27/2015,Illinois,411
11/30/2015,11/27/2015,Iowa,"1,647"
11/30/2015,11/27/2015,Michigan,100
11/30/2015,11/27/2015,Minnesota,610
11/30/2015,11/27/2015,Missouri,602
11/30/2015,11/27/2015,Nebraska,420
11/30/2015,11/27/2015,North Carolina,79
11/30/2015,11/27/2015,Ohio,186
11/30/2015,11/27/2015,Oklahoma,196
11/30/2015,11/27/2015,South Carolina,176
11/30/2015,11/27/2015,South Dakota,183
11/30/2015,11/27/2015,Wisconsin,43
11/27/2015,11/26/2015,Arkansas,170
11/27/2015,11/26/2015,Canada,"1,010"
11/27/2015,11/26/2015,Illinois,"1,027"
11/27/2015,11/26/2015,Indiana,294
11/27/2015,11/26/2015,Iowa,"1,349"
11/27/2015,11/26/2015,Michigan,92
11/27/2015,11/26/2015,Minnesota,728
11/27/2015,11/26/2015,Missouri,121
11/27/2015,11/26/2015,Nebraska,439
11/27/2015,11/26/2015,North Carolina,173
11/27/2015,11/26/2015,Oklahoma,347
11/27/2015,11/26/2015,Pennsylvania,303
11/27/2015,11/26/2015,South Carolina,86
11/27/2015,11/26/2015,South Dakota,469
11/27/2015,11/26/2015,Virginia,168
11/27/2015,11/26/2015,Wisconsin,22
11/27/2015,11/25/2015,Arkansas,170
11/27/2015,11/25/2015,Canada,"1,010"
11/27/2015,11/25/2015,Illinois,"1,027"
11/27/2015,11/25/2015,Indiana,294
11/27/2015,11/25/2015,Iowa,"1,349"
11/27/2015,11/25/2015,Michigan,92
11/27/2015,11/25/2015,Minnesota,728
11/27/2015,11/25/2015,Missouri,121
11/27/2015,11/25/2015,Nebraska,439
11/27/2015,11/25/2015,North Carolina,173
11/27/2015,11/25/2015,Oklahoma,347
11/27/2015,11/25/2015,Pennsylvania,303
11/27/2015,11/25/2015,South Carolina,86
11/27/2015,11/25/2015,South Dakota,469
11/27/2015,11/25/2015,Virginia,168
11/27/2015,11/25/2015,Wisconsin,22
11/25/2015,11/24/2015,Arkansas,150
11/25/2015,11/24/2015,Canada,"1,535"
11/25/2015,11/24/2015,Georgia,180
11/25/2015,11/24/2015,Illinois,723
11/25/2015,11/24/2015,Indiana,122
11/25/2015,11/24/2015,Iowa,"1,921"
11/25/2015,11/24/2015,Kansas,186
11/25/2015,11/24/2015,Kentucky,88
11/25/2015,11/24/2015,Michigan,291
11/25/2015,11/24/2015,Minnesota,599
11/25/2015,11/24/2015,Missouri,440
11/25/2015,11/24/2015,Nebraska,735
11/25/2015,11/24/2015,North Carolina,709
11/25/2015,11/24/2015,Ohio,256
11/25/2015,11/24/2015,Oklahoma,195
11/25/2015,11/24/2015,Pennsylvania,171
11/25/2015,11/24/2015,South Carolina,88
11/25/2015,11/24/2015,South Dakota,317
11/25/2015,11/24/2015,Virginia,165
11/25/2015,11/24/2015,Wisconsin,4
11/24/2015,11/23/2015,Arkansas,163
11/24/2015,11/23/2015,Canada,"2,272"
11/24/2015,11/23/2015,Georgia,75
11/24/2015,11/23/2015,Illinois,"1,479"
11/24/2015,11/23/2015,Indiana,390
11/24/2015,11/23/2015,Iowa,"1,873"
11/24/2015,11/23/2015,Michigan,149
11/24/2015,11/23/2015,Minnesota,"1,141"
11/24/2015,11/23/2015,Mississippi,75
11/24/2015,11/23/2015,Missouri,295
11/24/2015,11/23/2015,Nebraska,838
11/24/2015,11/23/2015,North Carolina,774
11/24/2015,11/23/2015,Ohio,91
11/24/2015,11/23/2015,Oklahoma,453
11/24/2015,11/23/2015,South Dakota,416
11/24/2015,11/23/2015,Wisconsin,76
11/23/2015,11/20/2015,Arkansas,228
11/23/2015,11/20/2015,Canada,"1,351"
11/23/2015,11/20/2015,Georgia,75
11/23/2015,11/20/2015,Illinois,770
11/23/2015,11/20/2015,Indiana,426
11/23/2015,11/20/2015,Iowa,"2,429"
11/23/2015,11/20/2015,Kansas,18
11/23/2015,11/20/2015,Michigan,316
11/23/2015,11/20/2015,Minnesota,"1,392"
11/23/2015,11/20/2015,Missouri,257
11/23/2015,11/20/2015,Nebraska,"1,103"
11/23/2015,11/20/2015,North Carolina,611
11/23/2015,11/20/2015,Ohio,82
11/23/2015,11/20/2015,Oklahoma,266
11/23/2015,11/20/2015,Pennsylvania,296
11/23/2015,11/20/2015,South Carolina,80
11/23/2015,11/20/2015,South Dakota,249
11/23/2015,11/20/2015,Virginia,164
11/23/2015,11/20/2015,Wisconsin,248
11/20/2015,11/19/2015,Arkansas,75
11/20/2015,11/19/2015,Canada,"1,850"
11/20/2015,11/19/2015,Illinois,"1,023"
11/20/2015,11/19/2015,Indiana,228
11/20/2015,11/19/2015,Iowa,"2,257"
11/20/2015,11/19/2015,Kansas,78
11/20/2015,11/19/2015,Michigan,263
11/20/2015,11/19/2015,Minnesota,"1,068"
11/20/2015,11/19/2015,Missouri,254
11/20/2015,11/19/2015,Nebraska,887
11/20/2015,11/19/2015,North Carolina,446
11/20/2015,11/19/2015,Ohio,178
11/20/2015,11/19/2015,Oklahoma,269
11/20/2015,11/19/2015,Pennsylvania,83
11/20/2015,11/19/2015,South Carolina,177
11/20/2015,11/19/2015,South Dakota,231
11/20/2015,11/19/2015,Virginia,264
11/20/2015,11/19/2015,Wisconsin,189
11/19/2015,11/18/2015,Arkansas,150
11/19/2015,11/18/2015,Canada,"1,260"
11/19/2015,11/18/2015,Illinois,963
11/19/2015,11/18/2015,Indiana,490
11/19/2015,11/18/2015,Iowa,"1,732"
11/19/2015,11/18/2015,Kansas,215
11/19/2015,11/18/2015,Michigan,212
11/19/2015,11/18/2015,Minnesota,442
11/19/2015,11/18/2015,Missouri,353
11/19/2015,11/18/2015,Nebraska,636
11/19/2015,11/18/2015,North Carolina,386
11/19/2015,11/18/2015,Ohio,90
11/19/2015,11/18/2015,Oklahoma,446
11/19/2015,11/18/2015,Pennsylvania,283
11/19/2015,11/18/2015,South Carolina,83
11/19/2015,11/18/2015,South Dakota,246
11/19/2015,11/18/2015,Virginia,155
11/19/2015,11/18/2015,Wisconsin,94
11/18/2015,11/17/2015,Arkansas,225
11/18/2015,11/17/2015,Canada,"1,486"
11/18/2015,11/17/2015,Georgia,93
11/18/2015,11/17/2015,Illinois,913
11/18/2015,11/17/2015,Indiana,182
11/18/2015,11/17/2015,Iowa,"2,080"
11/18/2015,11/17/2015,Kansas,215
11/18/2015,11/17/2015,Michigan,86
11/18/2015,11/17/2015,Minnesota,935
11/18/2015,11/17/2015,Mississippi,146
11/18/2015,11/17/2015,Missouri,356
11/18/2015,11/17/2015,Nebraska,679
11/18/2015,11/17/2015,North Carolina,651
11/18/2015,11/17/2015,Ohio,165
11/18/2015,11/17/2015,Oklahoma,462
11/18/2015,11/17/2015,Pennsylvania,173
11/18/2015,11/17/2015,South Carolina,82
11/18/2015,11/17/2015,South Dakota,340
11/18/2015,11/17/2015,Virginia,164
11/18/2015,11/17/2015,Wisconsin,218
11/17/2015,11/16/2015,Arkansas,375
11/17/2015,11/16/2015,Canada,"1,105"
11/17/2015,11/16/2015,Illinois,"1,141"
11/17/2015,11/16/2015,Indiana,523
11/17/2015,11/16/2015,Iowa,"1,880"
11/17/2015,11/16/2015,Michigan,88
11/17/2015,11/16/2015,Minnesota,"1,070"
11/17/2015,11/16/2015,Mississippi,150
11/17/2015,11/16/2015,Missouri,475
11/17/2015,11/16/2015,Nebraska,698
11/17/2015,11/16/2015,North Carolina,595
11/17/2015,11/16/2015,Ohio,275
11/17/2015,11/16/2015,Oklahoma,251
11/17/2015,11/16/2015,South Dakota,268
11/17/2015,11/16/2015,Wisconsin,331
11/16/2015,11/13/2015,Arkansas,75
11/16/2015,11/13/2015,Canada,"1,628"
11/16/2015,11/13/2015,Georgia,75
11/16/2015,11/13/2015,Illinois,"1,010"
11/16/2015,11/13/2015,Indiana,481
11/16/2015,11/13/2015,Iowa,"2,510"
11/16/2015,11/13/2015,Michigan,291
11/16/2015,11/13/2015,Minnesota,"1,140"
11/16/2015,11/13/2015,Missouri,200
11/16/2015,11/13/2015,Nebraska,"1,613"
11/16/2015,11/13/2015,North Carolina,512
11/16/2015,11/13/2015,Ohio,274
11/16/2015,11/13/2015,Oklahoma,365
11/16/2015,11/13/2015,Pennsylvania,180
11/16/2015,11/13/2015,South Carolina,92
11/16/2015,11/13/2015,South Dakota,170
11/16/2015,11/13/2015,Virginia,160
11/16/2015,11/13/2015,Wisconsin,71
11/13/2015,11/12/2015,Arkansas,150
11/13/2015,11/12/2015,Canada,"1,402"
11/13/2015,11/12/2015,Illinois,727
11/13/2015,11/12/2015,Indiana,227
11/13/2015,11/12/2015,Iowa,"1,971"
11/13/2015,11/12/2015,Kansas,23
11/13/2015,11/12/2015,Michigan,198
11/13/2015,11/12/2015,Minnesota,947
11/13/2015,11/12/2015,Missouri,679
11/13/2015,11/12/2015,Nebraska,"1,078"
11/13/2015,11/12/2015,North Carolina,437
11/13/2015,11/12/2015,Ohio,94
11/13/2015,11/12/2015,Oklahoma,684
11/13/2015,11/12/2015,Pennsylvania,275
11/13/2015,11/12/2015,South Carolina,175
11/13/2015,11/12/2015,South Dakota,280
11/13/2015,11/12/2015,Virginia,267
11/13/2015,11/12/2015,Wisconsin,46
11/12/2015,11/11/2015,Canada,"1,636"
11/12/2015,11/11/2015,Illinois,"1,487"
11/12/2015,11/11/2015,Indiana,303
11/12/2015,11/11/2015,Iowa,"2,015"
11/12/2015,11/11/2015,Kansas,62
11/12/2015,11/11/2015,Michigan,83
11/12/2015,11/11/2015,Minnesota,428
11/12/2015,11/11/2015,Missouri,201
11/12/2015,11/11/2015,Nebraska,648
11/12/2015,11/11/2015,North Carolina,557
11/12/2015,11/11/2015,Ohio,363
11/12/2015,11/11/2015,Oklahoma,340
11/12/2015,11/11/2015,Pennsylvania,106
11/12/2015,11/11/2015,South Carolina,178
11/12/2015,11/11/2015,South Dakota,171
11/12/2015,11/11/2015,Virginia,159
11/12/2015,11/11/2015,Wisconsin,76
11/11/2015,11/10/2015,Arkansas,242
11/11/2015,11/10/2015,Canada,"1,365"
11/11/2015,11/10/2015,Georgia,90
11/11/2015,11/10/2015,Illinois,998
11/11/2015,11/10/2015,Indiana,229
11/11/2015,11/10/2015,Iowa,"2,466"
11/11/2015,11/10/2015,Kansas,198
11/11/2015,11/10/2015,Michigan,150
11/11/2015,11/10/2015,Minnesota,775
11/11/2015,11/10/2015,Missouri,372
11/11/2015,11/10/2015,Nebraska,530
11/11/2015,11/10/2015,North Carolina,550
11/11/2015,11/10/2015,Ohio,139
11/11/2015,11/10/2015,Oklahoma,392
11/11/2015,11/10/2015,Pennsylvania,170
11/11/2015,11/10/2015,South Carolina,174
11/11/2015,11/10/2015,South Dakota,176
11/11/2015,11/10/2015,Virginia,86
11/11/2015,11/10/2015,Wisconsin,53
11/10/2015,11/9/2015,Arkansas,150
11/10/2015,11/9/2015,Canada,"1,570"
11/10/2015,11/9/2015,Georgia,93
11/10/2015,11/9/2015,Illinois,566
11/10/2015,11/9/2015,Indiana,327
11/10/2015,11/9/2015,Iowa,"1,841"
11/10/2015,11/9/2015,Kansas,90
11/10/2015,11/9/2015,Minnesota,683
11/10/2015,11/9/2015,Mississippi,75
11/10/2015,11/9/2015,Missouri,191
11/10/2015,11/9/2015,Nebraska,"1,024"
11/10/2015,11/9/2015,North Carolina,482
11/10/2015,11/9/2015,Ohio,437
11/10/2015,11/9/2015,Oklahoma,352
11/10/2015,11/9/2015,South Carolina,83
11/10/2015,11/9/2015,South Dakota,360
11/10/2015,11/9/2015,Virginia,95
11/10/2015,11/9/2015,Wisconsin,171
11/9/2015,11/6/2015,Arkansas,153
11/9/2015,11/6/2015,Canada,"1,850"
11/9/2015,11/6/2015,Georgia,75
11/9/2015,11/6/2015,Illinois,"1,043"
11/9/2015,11/6/2015,Indiana,300
11/9/2015,11/6/2015,Iowa,"2,457"
11/9/2015,11/6/2015,Michigan,301
11/9/2015,11/6/2015,Minnesota,"1,034"
11/9/2015,11/6/2015,Missouri,472
11/9/2015,11/6/2015,Nebraska,898
11/9/2015,11/6/2015,North Carolina,668
11/9/2015,11/6/2015,Ohio,73
11/9/2015,11/6/2015,Oklahoma,365
11/9/2015,11/6/2015,Pennsylvania,185
11/9/2015,11/6/2015,South Carolina,85
11/9/2015,11/6/2015,South Dakota,97
11/9/2015,11/6/2015,Wisconsin,131
11/6/2015,11/5/2015,Arkansas,144
11/6/2015,11/5/2015,Canada,859
11/6/2015,11/5/2015,Illinois,901
11/6/2015,11/5/2015,Indiana,230
11/6/2015,11/5/2015,Iowa,"1,246"
11/6/2015,11/5/2015,Michigan,282
11/6/2015,11/5/2015,Minnesota,592
11/6/2015,11/5/2015,Missouri,686
11/6/2015,11/5/2015,Nebraska,990
11/6/2015,11/5/2015,North Carolina,330
11/6/2015,11/5/2015,Ohio,183
11/6/2015,11/5/2015,Oklahoma,527
11/6/2015,11/5/2015,Pennsylvania,84
11/6/2015,11/5/2015,South Carolina,164
11/6/2015,11/5/2015,South Dakota,207
11/6/2015,11/5/2015,Virginia,188
11/5/2015,11/4/2015,Arkansas,121
11/5/2015,11/4/2015,Canada,"1,624"
11/5/2015,11/4/2015,Illinois,738
11/5/2015,11/4/2015,Indiana,224
11/5/2015,11/4/2015,Iowa,"2,000"
11/5/2015,11/4/2015,Michigan,90
11/5/2015,11/4/2015,Minnesota,606
11/5/2015,11/4/2015,Mississippi,148
11/5/2015,11/4/2015,Missouri,353
11/5/2015,11/4/2015,Nebraska,279
11/5/2015,11/4/2015,North Carolina,523
11/5/2015,11/4/2015,Ohio,261
11/5/2015,11/4/2015,Oklahoma,509
11/5/2015,11/4/2015,Pennsylvania,189
11/5/2015,11/4/2015,South Carolina,89
11/5/2015,11/4/2015,South Dakota,356
11/5/2015,11/4/2015,Virginia,279
11/5/2015,11/4/2015,Wisconsin,71
11/4/2015,11/3/2015,Arkansas,313
11/4/2015,11/3/2015,Canada,"1,032"
11/4/2015,11/3/2015,Georgia,103
11/4/2015,11/3/2015,Illinois,"1,114"
11/4/2015,11/3/2015,Indiana,381
11/4/2015,11/3/2015,Iowa,"1,996"
11/4/2015,11/3/2015,Michigan,51
11/4/2015,11/3/2015,Minnesota,588
11/4/2015,11/3/2015,Mississippi,75
11/4/2015,11/3/2015,Missouri,178
11/4/2015,11/3/2015,Nebraska,446
11/4/2015,11/3/2015,North Carolina,697
11/4/2015,11/3/2015,Ohio,321
11/4/2015,11/3/2015,Oklahoma,392
11/4/2015,11/3/2015,Pennsylvania,174
11/4/2015,11/3/2015,South Carolina,90
11/4/2015,11/3/2015,South Dakota,189
11/4/2015,11/3/2015,Virginia,244
11/4/2015,11/3/2015,Wisconsin,103
11/3/2015,11/2/2015,Arkansas,166
11/3/2015,11/2/2015,Canada,"1,727"
11/3/2015,11/2/2015,Georgia,93
11/3/2015,11/2/2015,Illinois,978
11/3/2015,11/2/2015,Indiana,405
11/3/2015,11/2/2015,Iowa,"2,269"
11/3/2015,11/2/2015,Michigan,39
11/3/2015,11/2/2015,Minnesota,431
11/3/2015,11/2/2015,Missouri,337
11/3/2015,11/2/2015,Nebraska,916
11/3/2015,11/2/2015,North Carolina,741
11/3/2015,11/2/2015,Ohio,381
11/3/2015,11/2/2015,Oklahoma,340
11/3/2015,11/2/2015,Tennessee,3
11/3/2015,11/2/2015,Wisconsin,266
11/2/2015,10/30/2015,Arkansas,75
11/2/2015,10/30/2015,Canada,"1,091"
11/2/2015,10/30/2015,Georgia,90
11/2/2015,10/30/2015,Illinois,890
11/2/2015,10/30/2015,Indiana,370
11/2/2015,10/30/2015,Iowa,"2,777"
11/2/2015,10/30/2015,Michigan,150
11/2/2015,10/30/2015,Minnesota,"1,209"
11/2/2015,10/30/2015,Missouri,386
11/2/2015,10/30/2015,Nebraska,"1,360"
11/2/2015,10/30/2015,North Carolina,787
11/2/2015,10/30/2015,Ohio,81
11/2/2015,10/30/2015,Oklahoma,452
11/2/2015,10/30/2015,Pennsylvania,185
11/2/2015,10/30/2015,South Carolina,163
11/2/2015,10/30/2015,South Dakota,308
11/2/2015,10/30/2015,Virginia,297
11/2/2015,10/30/2015,Wisconsin,112
10/30/2015,10/29/2015,Arkansas,70
10/30/2015,10/29/2015,Canada,"1,250"
10/30/2015,10/29/2015,Georgia,88
10/30/2015,10/29/2015,Illinois,905
10/30/2015,10/29/2015,Indiana,156
10/30/2015,10/29/2015,Iowa,"1,647"
10/30/2015,10/29/2015,Kansas,92
10/30/2015,10/29/2015,Michigan,346
10/30/2015,10/29/2015,Minnesota,697
