Report Date,Reported For Date,State Description,Head Count
7/28/2009,7/27/2009,Indiana,94
7/28/2009,7/27/2009,Kansas,117
7/28/2009,7/27/2009,Michigan,298
7/28/2009,7/27/2009,Minnesota,595
7/28/2009,7/27/2009,Missouri,979
7/28/2009,7/27/2009,Mississippi,8
7/28/2009,7/27/2009,North Carolina,782
7/28/2009,7/27/2009,Nebraska,382
7/28/2009,7/27/2009,Ohio,133
7/28/2009,7/27/2009,Oklahoma,974
7/28/2009,7/27/2009,South Dakota,160
7/28/2009,7/27/2009,Texas,80
7/28/2009,7/27/2009,Wisconsin,"1,129"
7/27/2009,7/24/2009,Canada,"1,437"
7/27/2009,7/24/2009,Illinois,792
7/27/2009,7/24/2009,Iowa,"1,918"
7/27/2009,7/24/2009,Indiana,91
7/27/2009,7/24/2009,Michigan,191
7/27/2009,7/24/2009,Minnesota,705
7/27/2009,7/24/2009,Missouri,"1,191"
7/27/2009,7/24/2009,Nebraska,466
7/27/2009,7/24/2009,North Carolina,"1,009"
7/27/2009,7/24/2009,Ohio,193
7/27/2009,7/24/2009,Oklahoma,"1,162"
7/27/2009,7/24/2009,South Carolina,132
7/27/2009,7/24/2009,South Dakota,219
7/27/2009,7/24/2009,Tennessee,8
7/27/2009,7/24/2009,Texas,77
7/27/2009,7/24/2009,Wisconsin,"1,188"
7/24/2009,7/23/2009,Canada,"1,164"
7/24/2009,7/23/2009,Georgia,216
7/24/2009,7/23/2009,Iowa,"1,946"
7/24/2009,7/23/2009,Illinois,"1,007"
7/24/2009,7/23/2009,Indiana,444
7/24/2009,7/23/2009,Kansas,184
7/24/2009,7/23/2009,Michigan,368
7/24/2009,7/23/2009,Minnesota,482
7/24/2009,7/23/2009,Missouri,874
7/24/2009,7/23/2009,Nebraska,476
7/24/2009,7/23/2009,North Carolina,"1,106"
7/24/2009,7/23/2009,Ohio,240
7/24/2009,7/23/2009,Oklahoma,"1,327"
7/24/2009,7/23/2009,Pennsylvania,177
7/24/2009,7/23/2009,South Carolina,21
7/24/2009,7/23/2009,South Dakota,206
7/24/2009,7/23/2009,Texas,80
7/24/2009,7/23/2009,Wisconsin,"1,064"
7/23/2009,7/22/2009,Canada,970
7/23/2009,7/22/2009,Colorado,95
7/23/2009,7/22/2009,Georgia,199
7/23/2009,7/22/2009,Illinois,"1,150"
7/23/2009,7/22/2009,Iowa,"1,495"
7/23/2009,7/22/2009,Indiana,183
7/23/2009,7/22/2009,Kansas,13
7/23/2009,7/22/2009,Kentucky,84
7/23/2009,7/22/2009,Minnesota,640
7/23/2009,7/22/2009,Missouri,812
7/23/2009,7/22/2009,North Carolina,"1,019"
7/23/2009,7/22/2009,Nebraska,807
7/23/2009,7/22/2009,Ohio,388
7/23/2009,7/22/2009,Oklahoma,"1,006"
7/23/2009,7/22/2009,Pennsylvania,89
7/23/2009,7/22/2009,South Carolina,57
7/23/2009,7/22/2009,South Dakota,172
7/23/2009,7/22/2009,Canada,970
7/23/2009,7/22/2009,Tennessee,61
7/23/2009,7/22/2009,Colorado,95
7/23/2009,7/22/2009,Georgia,199
7/23/2009,7/22/2009,Illinois,"1,150"
7/23/2009,7/22/2009,Iowa,"1,495"
7/23/2009,7/22/2009,Indiana,183
7/23/2009,7/22/2009,Kansas,13
7/23/2009,7/22/2009,Kentucky,84
7/23/2009,7/22/2009,Minnesota,640
7/23/2009,7/22/2009,Missouri,812
7/23/2009,7/22/2009,North Carolina,"1,019"
7/23/2009,7/22/2009,Nebraska,807
7/23/2009,7/22/2009,Ohio,388
7/23/2009,7/22/2009,Oklahoma,"1,006"
7/23/2009,7/22/2009,Pennsylvania,89
7/23/2009,7/22/2009,South Carolina,57
7/23/2009,7/22/2009,South Dakota,172
7/23/2009,7/22/2009,Tennessee,61
7/23/2009,7/22/2009,Wisconsin,522
7/22/2009,7/21/2009,Arkansas,18
7/22/2009,7/21/2009,Canada,"1,540"
7/22/2009,7/21/2009,Colorado,82
7/22/2009,7/21/2009,Georgia,311
7/22/2009,7/21/2009,Iowa,"2,254"
7/22/2009,7/21/2009,Illinois,784
7/22/2009,7/21/2009,Indiana,222
7/22/2009,7/21/2009,Kansas,107
7/22/2009,7/21/2009,Michigan,167
7/22/2009,7/21/2009,Minnesota,203
7/22/2009,7/21/2009,Missouri,795
7/22/2009,7/21/2009,Montana,95
7/22/2009,7/21/2009,North Carolina,891
7/22/2009,7/21/2009,Nebraska,"1,146"
7/22/2009,7/21/2009,Ohio,123
7/22/2009,7/21/2009,Oklahoma,863
7/22/2009,7/21/2009,Pennsylvania,259
7/22/2009,7/21/2009,South Dakota,131
7/22/2009,7/21/2009,Wisconsin,"1,022"
7/22/2009,7/21/2009,Wyoming,94
7/21/2009,7/20/2009,Canada,"1,772"
7/21/2009,7/20/2009,Georgia,70
7/21/2009,7/20/2009,Iowa,"1,302"
7/21/2009,7/20/2009,Illinois,633
7/21/2009,7/20/2009,Indiana,277
7/21/2009,7/20/2009,Kansas,97
7/21/2009,7/20/2009,Michigan,247
7/21/2009,7/20/2009,Minnesota,751
7/21/2009,7/20/2009,Missouri,970
7/21/2009,7/20/2009,Nebraska,309
7/21/2009,7/20/2009,North Carolina,927
7/21/2009,7/20/2009,Ohio,179
7/21/2009,7/20/2009,Oklahoma,727
7/21/2009,7/20/2009,South Dakota,53
7/21/2009,7/20/2009,Texas,75
7/21/2009,7/20/2009,Wisconsin,629
7/20/2009,7/17/2009,Canada,851
7/20/2009,7/17/2009,Georgia,15
7/20/2009,7/17/2009,Iowa,"1,607"
7/20/2009,7/17/2009,Illinois,648
7/20/2009,7/17/2009,Indiana,216
7/20/2009,7/17/2009,Michigan,220
7/20/2009,7/17/2009,Minnesota,577
7/20/2009,7/17/2009,Missouri,"1,009"
7/20/2009,7/17/2009,North Carolina,867
7/20/2009,7/17/2009,Nebraska,624
7/20/2009,7/17/2009,Ohio,266
7/20/2009,7/17/2009,Oklahoma,"1,038"
7/20/2009,7/17/2009,South Carolina,75
7/20/2009,7/17/2009,South Dakota,93
7/20/2009,7/17/2009,Texas,461
7/17/2009,7/16/2009,Canada,863
7/17/2009,7/16/2009,Georgia,230
7/17/2009,7/16/2009,Iowa,"1,695"
7/17/2009,7/16/2009,Illinois,864
7/17/2009,7/16/2009,Indiana,254
7/17/2009,7/16/2009,Kansas,96
7/17/2009,7/16/2009,Kentucky,28
7/17/2009,7/16/2009,Michigan,205
7/17/2009,7/16/2009,Minnesota,823
7/17/2009,7/16/2009,Missouri,"1,291"
7/17/2009,7/16/2009,North Carolina,816
7/17/2009,7/16/2009,Nebraska,517
7/17/2009,7/16/2009,Ohio,53
7/17/2009,7/16/2009,Oklahoma,968
7/17/2009,7/16/2009,Pennsylvania,192
7/17/2009,7/16/2009,South Dakota,97
7/17/2009,7/16/2009,Texas,72
7/17/2009,7/16/2009,Virginia,81
7/16/2009,7/15/2009,Canada,"1,683"
7/16/2009,7/15/2009,Colorado,79
7/16/2009,7/15/2009,Georgia,215
7/16/2009,7/15/2009,Illinois,"1,310"
7/16/2009,7/15/2009,Iowa,"2,226"
7/16/2009,7/15/2009,Indiana,279
7/16/2009,7/15/2009,Kansas,25
7/16/2009,7/15/2009,Michigan,172
7/16/2009,7/15/2009,Minnesota,504
7/16/2009,7/15/2009,Missouri,609
7/16/2009,7/15/2009,North Carolina,907
7/16/2009,7/15/2009,Nebraska,436
7/16/2009,7/15/2009,Ohio,227
7/16/2009,7/15/2009,Oklahoma,893
7/16/2009,7/15/2009,Pennsylvania,277
7/16/2009,7/15/2009,South Dakota,345
7/16/2009,7/15/2009,Tennessee,159
7/16/2009,7/15/2009,Virginia,80
7/16/2009,7/15/2009,Wisconsin,598
7/15/2009,7/14/2009,Canada,"1,501"
7/15/2009,7/14/2009,Colorado,83
7/15/2009,7/14/2009,Georgia,279
7/15/2009,7/14/2009,Illinois,"1,546"
7/15/2009,7/14/2009,Iowa,"1,749"
7/15/2009,7/14/2009,Indiana,201
7/15/2009,7/14/2009,Kansas,173
7/15/2009,7/14/2009,Michigan,155
7/15/2009,7/14/2009,Minnesota,561
7/15/2009,7/14/2009,Missouri,622
7/15/2009,7/14/2009,Montana,90
7/15/2009,7/14/2009,Nebraska,517
7/15/2009,7/14/2009,North Carolina,818
7/15/2009,7/14/2009,Ohio,189
7/15/2009,7/14/2009,Oklahoma,"1,014"
7/15/2009,7/14/2009,Pennsylvania,272
7/15/2009,7/14/2009,South Carolina,85
7/15/2009,7/14/2009,South Dakota,93
7/15/2009,7/14/2009,Texas,75
7/15/2009,7/14/2009,Wisconsin,715
7/14/2009,7/13/2009,Canada,"1,927"
7/14/2009,7/13/2009,Georgia,35
7/14/2009,7/13/2009,Iowa,"1,397"
7/14/2009,7/13/2009,Illinois,852
7/14/2009,7/13/2009,Indiana,263
7/14/2009,7/13/2009,Kansas,91
7/14/2009,7/13/2009,Michigan,229
7/14/2009,7/13/2009,Minnesota,659
7/14/2009,7/13/2009,Missouri,480
7/14/2009,7/13/2009,Mississippi,79
7/14/2009,7/13/2009,North Carolina,648
7/14/2009,7/13/2009,Nebraska,178
7/14/2009,7/13/2009,Ohio,249
7/14/2009,7/13/2009,Oklahoma,777
7/14/2009,7/13/2009,South Carolina,68
7/14/2009,7/13/2009,South Dakota,203
7/14/2009,7/13/2009,Wisconsin,567
7/13/2009,7/10/2009,Canada,"1,517"
7/13/2009,7/10/2009,Illinois,819
7/13/2009,7/10/2009,Iowa,"2,044"
7/13/2009,7/10/2009,Indiana,258
7/13/2009,7/10/2009,Michigan,174
7/13/2009,7/10/2009,Minnesota,457
7/13/2009,7/10/2009,Missouri,613
7/13/2009,7/10/2009,Nebraska,419
7/13/2009,7/10/2009,North Carolina,512
7/13/2009,7/10/2009,Oklahoma,773
7/13/2009,7/10/2009,Pennsylvania,83
7/13/2009,7/10/2009,South Carolina,80
7/13/2009,7/10/2009,South Dakota,120
7/13/2009,7/10/2009,Wisconsin,673
7/10/2009,7/9/2009,Arkansas,5
7/10/2009,7/9/2009,Canada,"1,966"
7/10/2009,7/9/2009,Iowa,"1,660"
7/10/2009,7/9/2009,Illinois,"1,092"
7/10/2009,7/9/2009,Indiana,278
7/10/2009,7/9/2009,Kansas,97
7/10/2009,7/9/2009,Minnesota,736
7/10/2009,7/9/2009,Missouri,831
7/10/2009,7/9/2009,North Carolina,786
7/10/2009,7/9/2009,Nebraska,666
7/10/2009,7/9/2009,Ohio,299
7/10/2009,7/9/2009,Oklahoma,"1,254"
7/10/2009,7/9/2009,Pennsylvania,179
7/10/2009,7/9/2009,Texas,315
7/10/2009,7/9/2009,Virginia,83
7/10/2009,7/9/2009,Wisconsin,732
7/9/2009,7/8/2009,Canada,"1,856"
7/9/2009,7/8/2009,Colorado,83
7/9/2009,7/8/2009,Georgia,183
7/9/2009,7/8/2009,Illinois,"1,390"
7/9/2009,7/8/2009,Iowa,"1,219"
7/9/2009,7/8/2009,Indiana,281
7/9/2009,7/8/2009,Kansas,2
7/9/2009,7/8/2009,Kentucky,190
7/9/2009,7/8/2009,Michigan,181
7/9/2009,7/8/2009,Minnesota,739
7/9/2009,7/8/2009,Missouri,537
7/9/2009,7/8/2009,Nebraska,658
7/9/2009,7/8/2009,North Carolina,"1,037"
7/9/2009,7/8/2009,Ohio,165
7/9/2009,7/8/2009,Oklahoma,903
7/9/2009,7/8/2009,South Dakota,232
7/9/2009,7/8/2009,Tennessee,41
7/9/2009,7/8/2009,Texas,391
7/9/2009,7/8/2009,Wisconsin,682
7/8/2009,7/7/2009,Arkansas,72
7/8/2009,7/7/2009,Canada,"2,258"
7/8/2009,7/7/2009,Colorado,84
7/8/2009,7/7/2009,Georgia,237
7/8/2009,7/7/2009,Iowa,"1,766"
7/8/2009,7/7/2009,Illinois,707
7/8/2009,7/7/2009,Indiana,232
7/8/2009,7/7/2009,Michigan,8
7/8/2009,7/7/2009,Minnesota,288
7/8/2009,7/7/2009,Mississippi,134
7/8/2009,7/7/2009,Missouri,695
7/8/2009,7/7/2009,Nebraska,436
7/8/2009,7/7/2009,North Carolina,899
7/8/2009,7/7/2009,Ohio,390
7/8/2009,7/7/2009,Oklahoma,888
7/8/2009,7/7/2009,Pennsylvania,260
7/8/2009,7/7/2009,South Dakota,23
7/8/2009,7/7/2009,Tennessee,93
7/8/2009,7/7/2009,Texas,79
7/8/2009,7/7/2009,Virginia,79
7/8/2009,7/7/2009,Wisconsin,822
7/8/2009,7/7/2009,Wyoming,89
7/7/2009,7/6/2009,Arkansas,18
7/7/2009,7/6/2009,Canada,"1,892"
7/7/2009,7/6/2009,Georgia,287
7/7/2009,7/6/2009,Illinois,525
7/7/2009,7/6/2009,Iowa,"1,315"
7/7/2009,7/6/2009,Indiana,298
7/7/2009,7/6/2009,Michigan,367
7/7/2009,7/6/2009,Minnesota,716
7/7/2009,7/6/2009,Missouri,546
7/7/2009,7/6/2009,Nebraska,710
7/7/2009,7/6/2009,North Carolina,587
7/7/2009,7/6/2009,Ohio,252
7/7/2009,7/6/2009,Oklahoma,887
7/7/2009,7/6/2009,South Dakota,223
7/7/2009,7/6/2009,Tennessee,77
7/7/2009,7/6/2009,Texas,633
7/7/2009,7/6/2009,Wisconsin,535
7/6/2009,7/3/2009,Canada,476
7/6/2009,7/3/2009,Illinois,458
7/6/2009,7/3/2009,Iowa,"1,320"
7/6/2009,7/3/2009,Minnesota,176
7/6/2009,7/3/2009,Missouri,321
7/6/2009,7/3/2009,Nebraska,289
7/6/2009,7/3/2009,North Carolina,146
7/6/2009,7/3/2009,Oklahoma,779
7/6/2009,7/3/2009,South Dakota,34
7/3/2009,7/2/2009,Canada,"1,229"
7/3/2009,7/2/2009,Georgia,87
7/3/2009,7/2/2009,Iowa,948
7/3/2009,7/2/2009,Illinois,"1,111"
7/3/2009,7/2/2009,Indiana,282
7/3/2009,7/2/2009,Michigan,267
7/3/2009,7/2/2009,Minnesota,531
7/3/2009,7/2/2009,Missouri,745
7/3/2009,7/2/2009,North Carolina,"1,170"
7/3/2009,7/2/2009,Nebraska,484
7/3/2009,7/2/2009,Ohio,262
7/3/2009,7/2/2009,Oklahoma,"1,283"
7/3/2009,7/2/2009,Pennsylvania,107
7/3/2009,7/2/2009,Texas,157
7/3/2009,7/2/2009,Virginia,67
7/3/2009,7/2/2009,Wisconsin,570
7/2/2009,7/1/2009,Canada,"1,801"
7/2/2009,7/1/2009,Colorado,83
7/2/2009,7/1/2009,Georgia,83
7/2/2009,7/1/2009,Illinois,"1,273"
7/2/2009,7/1/2009,Iowa,"2,517"
7/2/2009,7/1/2009,Indiana,237
7/2/2009,7/1/2009,Kentucky,77
7/2/2009,7/1/2009,Michigan,230
7/2/2009,7/1/2009,Minnesota,652
7/2/2009,7/1/2009,Missouri,729
7/2/2009,7/1/2009,North Carolina,788
7/2/2009,7/1/2009,Nebraska,519
7/2/2009,7/1/2009,Ohio,188
7/2/2009,7/1/2009,Oklahoma,852
7/2/2009,7/1/2009,Pennsylvania,289
7/2/2009,7/1/2009,South Carolina,76
7/2/2009,7/1/2009,South Dakota,285
7/2/2009,7/1/2009,Texas,80
7/2/2009,7/1/2009,Virginia,77
7/2/2009,7/1/2009,Wisconsin,763
7/1/2009,6/30/2009,Canada,"2,344"
7/1/2009,6/30/2009,Colorado,84
7/1/2009,6/30/2009,Georgia,91
7/1/2009,6/30/2009,Illinois,"1,100"
7/1/2009,6/30/2009,Iowa,"1,907"
7/1/2009,6/30/2009,Indiana,259
7/1/2009,6/30/2009,Michigan,42
7/1/2009,6/30/2009,Minnesota,274
7/1/2009,6/30/2009,Missouri,499
7/1/2009,6/30/2009,Nebraska,668
7/1/2009,6/30/2009,North Carolina,905
7/1/2009,6/30/2009,Ohio,277
7/1/2009,6/30/2009,Oklahoma,700
7/1/2009,6/30/2009,Pennsylvania,342
7/1/2009,6/30/2009,South Dakota,116
7/1/2009,6/30/2009,Tennessee,75
7/1/2009,6/30/2009,Virginia,86
7/1/2009,6/30/2009,Wisconsin,795
7/1/2009,6/30/2009,Wyoming,87
6/30/2009,6/29/2009,Canada,"2,091"
6/30/2009,6/29/2009,Illinois,437
6/30/2009,6/29/2009,Iowa,"1,477"
6/30/2009,6/29/2009,Indiana,271
6/30/2009,6/29/2009,Kansas,193
6/30/2009,6/29/2009,Michigan,251
6/30/2009,6/29/2009,Minnesota,509
6/30/2009,6/29/2009,Missouri,601
6/30/2009,6/29/2009,North Carolina,618
6/30/2009,6/29/2009,Nebraska,629
6/30/2009,6/29/2009,Ohio,196
6/30/2009,6/29/2009,Oklahoma,488
6/30/2009,6/29/2009,Pennsylvania,196
6/30/2009,6/29/2009,South Dakota,263
6/30/2009,6/29/2009,Wisconsin,763
6/29/2009,6/26/2009,Canada,"2,243"
6/29/2009,6/26/2009,Illinois,583
6/29/2009,6/26/2009,Iowa,"1,358"
6/29/2009,6/26/2009,Indiana,175
6/29/2009,6/26/2009,Kansas,34
6/29/2009,6/26/2009,Michigan,178
6/29/2009,6/26/2009,Minnesota,"1,110"
6/29/2009,6/26/2009,Missouri,655
6/29/2009,6/26/2009,North Carolina,559
6/29/2009,6/26/2009,Nebraska,593
6/29/2009,6/26/2009,Ohio,45
6/29/2009,6/26/2009,Oklahoma,"1,037"
6/29/2009,6/26/2009,South Carolina,56
6/29/2009,6/26/2009,South Dakota,93
6/29/2009,6/26/2009,Wisconsin,"1,203"
6/26/2009,6/25/2009,Canada,"2,276"
6/26/2009,6/25/2009,Georgia,87
6/26/2009,6/25/2009,Iowa,"1,448"
6/26/2009,6/25/2009,Illinois,"1,063"
6/26/2009,6/25/2009,Indiana,220
6/26/2009,6/25/2009,Kansas,112
6/26/2009,6/25/2009,Michigan,182
6/26/2009,6/25/2009,Minnesota,772
6/26/2009,6/25/2009,Missouri,603
6/26/2009,6/25/2009,Nebraska,348
6/26/2009,6/25/2009,North Carolina,"1,066"
6/26/2009,6/25/2009,Ohio,244
6/26/2009,6/25/2009,Oklahoma,902
6/26/2009,6/25/2009,Pennsylvania,99
6/26/2009,6/25/2009,South Carolina,35
6/26/2009,6/25/2009,South Dakota,363
6/26/2009,6/25/2009,Tennessee,1
6/26/2009,6/25/2009,Wisconsin,741
6/25/2009,6/24/2009,Canada,"2,269"
6/25/2009,6/24/2009,Colorado,70
6/25/2009,6/24/2009,Georgia,178
6/25/2009,6/24/2009,Illinois,961
6/25/2009,6/24/2009,Iowa,"2,163"
6/25/2009,6/24/2009,Indiana,320
6/25/2009,6/24/2009,Kansas,105
6/25/2009,6/24/2009,Michigan,176
6/25/2009,6/24/2009,Minnesota,880
6/25/2009,6/24/2009,Missouri,823
6/25/2009,6/24/2009,North Carolina,750
6/25/2009,6/24/2009,Nebraska,454
6/25/2009,6/24/2009,Ohio,303
6/25/2009,6/24/2009,Oklahoma,948
6/25/2009,6/24/2009,Pennsylvania,82
6/25/2009,6/24/2009,South Carolina,83
6/25/2009,6/24/2009,South Dakota,191
6/25/2009,6/24/2009,Tennessee,119
6/25/2009,6/24/2009,Virginia,25
6/25/2009,6/24/2009,Wisconsin,819
6/24/2009,6/23/2009,Canada,"2,585"
6/24/2009,6/23/2009,Colorado,64
6/24/2009,6/23/2009,Iowa,"2,247"
6/24/2009,6/23/2009,Illinois,"1,149"
6/24/2009,6/23/2009,Indiana,386
6/24/2009,6/23/2009,Kansas,193
6/24/2009,6/23/2009,Kentucky,77
6/24/2009,6/23/2009,Michigan,291
6/24/2009,6/23/2009,Minnesota,406
6/24/2009,6/23/2009,Missouri,716
6/24/2009,6/23/2009,Montana,90
6/24/2009,6/23/2009,Nebraska,768
6/24/2009,6/23/2009,North Carolina,715
6/24/2009,6/23/2009,Ohio,180
6/24/2009,6/23/2009,Oklahoma,920
6/24/2009,6/23/2009,Pennsylvania,183
6/24/2009,6/23/2009,South Dakota,63
6/24/2009,6/23/2009,Tennessee,46
6/24/2009,6/23/2009,Virginia,84
6/24/2009,6/23/2009,Wisconsin,556
6/23/2009,6/22/2009,Canada,"2,403"
6/23/2009,6/22/2009,Georgia,479
6/23/2009,6/22/2009,Iowa,"1,589"
6/23/2009,6/22/2009,Illinois,"1,029"
6/23/2009,6/22/2009,Indiana,355
6/23/2009,6/22/2009,Kansas,97
6/23/2009,6/22/2009,Michigan,361
6/23/2009,6/22/2009,Minnesota,"1,347"
6/23/2009,6/22/2009,Missouri,443
6/23/2009,6/22/2009,Mississippi,35
6/23/2009,6/22/2009,North Carolina,"1,143"
6/23/2009,6/22/2009,Nebraska,741
6/23/2009,6/22/2009,Ohio,441
6/23/2009,6/22/2009,Oklahoma,264
6/23/2009,6/22/2009,South Dakota,41
6/23/2009,6/22/2009,Tennessee,63
6/23/2009,6/22/2009,Wisconsin,817
6/22/2009,6/19/2009,Canada,"2,271"
6/22/2009,6/19/2009,Georgia,35
6/22/2009,6/19/2009,Iowa,"2,517"
6/22/2009,6/19/2009,Illinois,680
6/22/2009,6/19/2009,Indiana,282
6/22/2009,6/19/2009,Kansas,109
6/22/2009,6/19/2009,Minnesota,"1,114"
6/22/2009,6/19/2009,Missouri,771
6/22/2009,6/19/2009,North Carolina,600
6/22/2009,6/19/2009,Nebraska,658
6/22/2009,6/19/2009,Ohio,150
6/22/2009,6/19/2009,Oklahoma,628
6/22/2009,6/19/2009,Pennsylvania,81
6/22/2009,6/19/2009,South Carolina,101
6/22/2009,6/19/2009,South Dakota,194
6/22/2009,6/19/2009,Wisconsin,"1,887"
6/19/2009,6/18/2009,Arkansas,84
6/19/2009,6/18/2009,Canada,"1,514"
6/19/2009,6/18/2009,Colorado,110
6/19/2009,6/18/2009,Georgia,132
6/19/2009,6/18/2009,Iowa,"1,510"
6/19/2009,6/18/2009,Illinois,692
6/19/2009,6/18/2009,Indiana,170
6/19/2009,6/18/2009,Kansas,85
6/19/2009,6/18/2009,Louisiana,93
6/19/2009,6/18/2009,Michigan,266
6/19/2009,6/18/2009,Minnesota,761
6/19/2009,6/18/2009,Missouri,595
6/19/2009,6/18/2009,North Carolina,"1,039"
6/19/2009,6/18/2009,Nebraska,464
6/19/2009,6/18/2009,Ohio,102
6/19/2009,6/18/2009,Oklahoma,867
6/19/2009,6/18/2009,Pennsylvania,186
6/19/2009,6/18/2009,South Dakota,87
6/19/2009,6/18/2009,Tennessee,76
6/19/2009,6/18/2009,Virginia,85
6/18/2009,6/17/2009,Canada,"2,487"
6/18/2009,6/17/2009,Colorado,80
6/18/2009,6/17/2009,Georgia,92
6/18/2009,6/17/2009,Illinois,908
6/18/2009,6/17/2009,Iowa,"2,859"
6/18/2009,6/17/2009,Indiana,116
6/18/2009,6/17/2009,Massachusetts,82
6/18/2009,6/17/2009,Michigan,134
6/18/2009,6/17/2009,Minnesota,740
6/18/2009,6/17/2009,Missouri,751
6/18/2009,6/17/2009,North Carolina,929
6/18/2009,6/17/2009,Nebraska,873
6/18/2009,6/17/2009,Ohio,319
6/18/2009,6/17/2009,Oklahoma,664
6/18/2009,6/17/2009,Pennsylvania,184
6/18/2009,6/17/2009,South Dakota,364
6/18/2009,6/17/2009,Tennessee,26
6/18/2009,6/17/2009,Wisconsin,"1,434"
6/17/2009,6/16/2009,Canada,"1,746"
6/17/2009,6/16/2009,Colorado,284
6/17/2009,6/16/2009,Georgia,87
6/17/2009,6/16/2009,Illinois,961
6/17/2009,6/16/2009,Iowa,"2,560"
6/17/2009,6/16/2009,Indiana,295
6/17/2009,6/16/2009,Michigan,58
6/17/2009,6/16/2009,Minnesota,663
6/17/2009,6/16/2009,Missouri,994
6/17/2009,6/16/2009,Nebraska,688
6/17/2009,6/16/2009,North Carolina,910
6/17/2009,6/16/2009,Ohio,136
6/17/2009,6/16/2009,Oklahoma,822
6/17/2009,6/16/2009,Pennsylvania,279
6/17/2009,6/16/2009,South Dakota,85
6/17/2009,6/16/2009,Virginia,78
6/17/2009,6/16/2009,Wisconsin,"1,281"
6/17/2009,6/16/2009,Wyoming,87
6/16/2009,6/15/2009,Canada,"2,859"
6/16/2009,6/15/2009,Colorado,315
6/16/2009,6/15/2009,Iowa,"1,196"
6/16/2009,6/15/2009,Illinois,595
6/16/2009,6/15/2009,Indiana,285
6/16/2009,6/15/2009,Massachusetts,49
6/16/2009,6/15/2009,Michigan,370
6/16/2009,6/15/2009,Minnesota,751
6/16/2009,6/15/2009,Missouri,575
6/16/2009,6/15/2009,Nebraska,579
6/16/2009,6/15/2009,North Carolina,546
6/16/2009,6/15/2009,Ohio,327
6/16/2009,6/15/2009,Oklahoma,264
6/16/2009,6/15/2009,Pennsylvania,93
6/16/2009,6/15/2009,South Dakota,88
6/16/2009,6/15/2009,Wisconsin,718
6/15/2009,6/12/2009,Canada,994
6/15/2009,6/12/2009,Colorado,316
6/15/2009,6/12/2009,Georgia,35
6/15/2009,6/12/2009,Illinois,925
6/15/2009,6/12/2009,Iowa,"2,066"
6/15/2009,6/12/2009,Indiana,371
6/15/2009,6/12/2009,Kansas,96
6/15/2009,6/12/2009,Minnesota,537
6/15/2009,6/12/2009,Missouri,705
6/15/2009,6/12/2009,Nebraska,293
6/15/2009,6/12/2009,North Carolina,542
6/15/2009,6/12/2009,Ohio,90
6/15/2009,6/12/2009,Oklahoma,680
6/15/2009,6/12/2009,Pennsylvania,101
6/15/2009,6/12/2009,South Carolina,162
6/15/2009,6/12/2009,South Dakota,188
6/15/2009,6/12/2009,Virginia,19
6/15/2009,6/12/2009,Washington,113
6/15/2009,6/12/2009,Wisconsin,"1,860"
6/12/2009,6/11/2009,Arkansas,17
6/12/2009,6/11/2009,Canada,"2,243"
6/12/2009,6/11/2009,Colorado,695
6/12/2009,6/11/2009,Georgia,103
6/12/2009,6/11/2009,Iowa,"2,062"
6/12/2009,6/11/2009,Illinois,971
6/12/2009,6/11/2009,Indiana,412
6/12/2009,6/11/2009,Michigan,282
6/12/2009,6/11/2009,Minnesota,793
6/12/2009,6/11/2009,Missouri,939
6/12/2009,6/11/2009,North Carolina,937
6/12/2009,6/11/2009,Nebraska,923
6/12/2009,6/11/2009,Ohio,232
6/12/2009,6/11/2009,Oklahoma,"1,098"
6/12/2009,6/11/2009,Pennsylvania,281
6/12/2009,6/11/2009,South Dakota,197
6/12/2009,6/11/2009,Wisconsin,"1,225"
6/11/2009,6/10/2009,Canada,"1,776"
6/11/2009,6/10/2009,Colorado,382
6/11/2009,6/10/2009,Georgia,11
6/11/2009,6/10/2009,Illinois,"1,101"
6/11/2009,6/10/2009,Iowa,"2,183"
6/11/2009,6/10/2009,Indiana,295
6/11/2009,6/10/2009,Kansas,103
6/11/2009,6/10/2009,Kentucky,83
6/11/2009,6/10/2009,Michigan,122
6/11/2009,6/10/2009,Minnesota,697
6/11/2009,6/10/2009,Missouri,962
6/11/2009,6/10/2009,Nebraska,491
6/11/2009,6/10/2009,North Carolina,"1,298"
6/11/2009,6/10/2009,Ohio,18
6/11/2009,6/10/2009,Oklahoma,890
6/11/2009,6/10/2009,South Carolina,79
6/11/2009,6/10/2009,South Dakota,199
6/11/2009,6/10/2009,Tennessee,155
6/11/2009,6/10/2009,Virginia,77
6/11/2009,6/10/2009,Wisconsin,"1,012"
6/10/2009,6/9/2009,Arkansas,2
6/10/2009,6/9/2009,Canada,"1,911"
6/10/2009,6/9/2009,Colorado,77
6/10/2009,6/9/2009,Georgia,109
6/10/2009,6/9/2009,Iowa,"1,537"
6/10/2009,6/9/2009,Illinois,747
6/10/2009,6/9/2009,Indiana,269
6/10/2009,6/9/2009,Kansas,205
6/10/2009,6/9/2009,Michigan,268
6/10/2009,6/9/2009,Minnesota,629
6/10/2009,6/9/2009,Missouri,853
6/10/2009,6/9/2009,Montana,94
6/10/2009,6/9/2009,North Carolina,663
6/10/2009,6/9/2009,Nebraska,695
6/10/2009,6/9/2009,Ohio,414
6/10/2009,6/9/2009,Oklahoma,780
6/10/2009,6/9/2009,Pennsylvania,192
